,Unnamed: 0.1,Unnamed: 0,yelp_id,Name,image_url,business_status,url,display_phone,user_ratings_total,category,rating,photos,price_level,hours,Latitude,Longitude,hour_type,Address,google_id,business_hours,business_hours_text,Name + Address,second_best_match,second_best_score,hours_open,main_category
736,1498,854,,Markley Dining Hall,,OPERATIONAL,,,5.0,restaurant,3.4,,,,42.2808891,-83.7288791,,"1503 Washington Heights, Ann Arbor",ChIJ_VXe_wevPIgRrusKwHlig9M,"[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '1030'}}, {'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1630'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1630'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1630'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1630'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1630'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '1030'}}]","['Monday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u20092:00\u202fPM']","Markley Dining Hall1503 Washington Heights, Ann Arbor","Markley Dining Hall1503 Washington Heights Ann Arbor, MI 48109",95,,restaurant
737,1501,1597,,Martin Luther King Elementary School,,OPERATIONAL,,,9.0,primary_school,4.0,,,,42.2847783,-83.686102,,"3800 Waldenwood Drive, Ann Arbor",ChIJrZp1l7CuPIgRC-H7xRlsNR4,"[{'close': {'day': 1, 'time': '1559'}, 'open': {'day': 1, 'time': '0856'}}, {'close': {'day': 2, 'time': '1559'}, 'open': {'day': 2, 'time': '0856'}}, {'close': {'day': 3, 'time': '1559'}, 'open': {'day': 3, 'time': '0856'}}, {'close': {'day': 4, 'time': '1559'}, 'open': {'day': 4, 'time': '0856'}}, {'close': {'day': 5, 'time': '1559'}, 'open': {'day': 5, 'time': '0856'}}]","['Monday: 8:56\u202fAM\u2009–\u20093:59\u202fPM', 'Tuesday: 8:56\u202fAM\u2009–\u20093:59\u202fPM', 'Wednesday: 8:56\u202fAM\u2009–\u20093:59\u202fPM', 'Thursday: 8:56\u202fAM\u2009–\u20093:59\u202fPM', 'Friday: 8:56\u202fAM\u2009–\u20093:59\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","Martin Luther King Elementary School3800 Waldenwood Drive, Ann Arbor","Sava's216 S State St Ann Arbor, MI 48104",86,,primary_school
738,1506,795,P65DcfJE_ASvBtVUZ0zZgA,Mash,https://s3-media1.fl.yelpcdn.com/bphoto/gc7-lcij3WrF8-HWzCMtzA/o.jpg,OPERATIONAL,https://www.yelp.com/biz/mash-ypsilanti-3?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(734) 441-6200,3.0,"['whiskeybars', 'beer_and_wine']",4.5,"['https://s3-media1.fl.yelpcdn.com/bphoto/gc7-lcij3WrF8-HWzCMtzA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/crhKGRLCYiGI7JJpLFTkXw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/XCM55krpTah7_qf1_vTreA/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1800', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '1800', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1800', 'end': '0100', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",42.24625,-83.60821,REGULAR,"400 N River St Ypsilanti, MI 48198",,,,"Mash400 N River St Ypsilanti, MI 48198","Vinology Restaurant & Event Space110 S Main St Ann Arbor, MI 48104",86,,whiskeybars
739,1507,410,,Mash,,OPERATIONAL,,,398.0,bar,4.5,,2.0,,42.2805472,-83.7468472,,"211 East Washington Street, Ann Arbor",ChIJS8Ss1j2uPIgR5dCe6-QFSTM,"[{'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1800'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1800'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1800'}}]","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: Closed']","Mash211 East Washington Street, Ann Arbor","Vinology Restaurant & Event Space110 S Main St Ann Arbor, MI 48104",86,,bar
740,1508,368,,MassageLuXe,,OPERATIONAL,,,,,,,,,42.25306,-83.750747,,"2222 South Main Street, Ann Arbor",ChIJhbAtChSvPIgR129JO7y8CgY,,,"MassageLuXe2222 South Main Street, Ann Arbor","Vinology Restaurant & Event Space110 S Main St Ann Arbor, MI 48104",86,,
741,1511,23,,Maven Car Sharing,,CLOSED_TEMPORARILY,,,,,,,,,42.2743868,-83.7331591,,"650 South Forest Avenue, Ann Arbor",ChIJU-tyAEWuPIgRqco9XxnaxFw,,,"Maven Car Sharing650 South Forest Avenue, Ann Arbor","University of Michigan Museum of Natural History1105 N University Ann Arbor, MI 48109",86,,
742,1512,25,,Maven Car Sharing,,CLOSED_TEMPORARILY,,,,,,,,,42.2772962,-83.7431804,,"435 Thompson Street, Ann Arbor",ChIJF-170jiuPIgRT8QbfsKXBO4,,,"Maven Car Sharing435 Thompson Street, Ann Arbor","Anna's House - Ann Arbor445 E Eisenhower Pkwy Ste 1 Ann Arbor, MI 48108",86,,
743,1513,26,,Maven Car Sharing,,CLOSED_TEMPORARILY,,,,,,,,,42.28019,-83.750687,,"221 West Washington Street, Ann Arbor",ChIJJ3oe3zyuPIgRa3sOWBsFS24,,,"Maven Car Sharing221 West Washington Street, Ann Arbor","Eat407 N 5th Ave Ann Arbor, MI 48104",86,,
744,1514,24,,Maven Car Sharing,,CLOSED_TEMPORARILY,,,,,,,,,42.2826015,-83.7356504,,"291 Glen Avenue, Ann Arbor",ChIJ_5t892muPIgRuFNastV_1LE,,,"Maven Car Sharing291 Glen Avenue, Ann Arbor","Vinology Restaurant & Event Space110 S Main St Ann Arbor, MI 48104",86,,
745,1515,37,,Maven Car Sharing,,CLOSED_TEMPORARILY,,,,,,,,,42.28859,-83.736194,,"963 Wall Street, Ann Arbor",ChIJCR4rJGyuPIgRYjmSyWxWYT0,,,"Maven Car Sharing963 Wall Street, Ann Arbor","Vinology Restaurant & Event Space110 S Main St Ann Arbor, MI 48104",86,,
746,1521,863,WYkzHYMFKCNyZFfYh1EL0A,McDonald's,https://s3-media3.fl.yelpcdn.com/bphoto/jzBfaFdgYmz6StWoCnV8Ow/o.jpg,OPERATIONAL,https://www.yelp.com/biz/mcdonalds-saline?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(734) 429-1049,41.0,"['hotdogs', 'burgers', 'coffee']",1.5,"['https://s3-media3.fl.yelpcdn.com/bphoto/jzBfaFdgYmz6StWoCnV8Ow/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/uStG2OLb1y17qM-0owio6w/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/TGnbUbyO9CqQ2QbLvWjKUQ/o.jpg']",$,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",42.172202333922,-83.7676875293255,REGULAR,"7847 E Michigan Ave Saline, MI 48176",,,,"McDonald's7847 E Michigan Ave Saline, MI 48176","Buddy's Pizza - Ann Arbor3153 Ann Arbor-Saline Rd Ann Arbor, MI 48103",86,,hotdogs
747,1522,946,d5R68UzGDvCH8VIECisGVA,McDonald's,https://s3-media4.fl.yelpcdn.com/bphoto/xEOS3XT0_uZ0tq4RVB0GAw/o.jpg,OPERATIONAL,https://www.yelp.com/biz/mcdonalds-ypsilanti-3?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(734) 572-1452,36.0,"['hotdogs', 'burgers', 'coffee']",2.0,"['https://s3-media4.fl.yelpcdn.com/bphoto/xEOS3XT0_uZ0tq4RVB0GAw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/-TWqzMmE5vj3bDm877vXPQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/wkIWbjZEliVjYYaG0mQ8jg/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",42.2084913251178,-83.6810903891455,REGULAR,"5550 W Michigan Ave Ypsilanti, MI 48197",,,,"McDonald's5550 W Michigan Ave Ypsilanti, MI 48197","Knight's Downtown Ann Arbor Steakhouse600 E Liberty St Ann Arbor, MI 48104",86,,hotdogs
748,1523,942,EImvEWRd3ctBZxRjURL9eQ,McDonald's,https://s3-media3.fl.yelpcdn.com/bphoto/m4LT9ZLPa5BRznbuXzaR9w/o.jpg,OPERATIONAL,https://www.yelp.com/biz/mcdonalds-belleville-8?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(734) 485-7550,28.0,"['burgers', 'hotdogs', 'coffee']",2.0,"['https://s3-media3.fl.yelpcdn.com/bphoto/m4LT9ZLPa5BRznbuXzaR9w/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/UeCjWUyDk9kMQaedqAOX6g/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/-Rq70gQiDbtuYILQ0xqXIQ/o.jpg']",$,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",42.2139097,-83.543016,REGULAR,"2193 Rawsonville Rd Belleville, MI 48111",,,,"McDonald's2193 Rawsonville Rd Belleville, MI 48111","Denny's2033 Rawsonville Rd Belleville, MI 48111",87,,burgers
749,1524,907,EDHMAICT6Jt3hbQ_8gIyng,McDonald's,https://s3-media3.fl.yelpcdn.com/bphoto/ZmXIqEW-pVJxSwlQ5P_Yxw/o.jpg,OPERATIONAL,https://www.yelp.com/biz/mcdonalds-ypsilanti-4?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(734) 485-4210,41.0,"['hotdogs', 'burgers', 'coffee']",1.5,"['https://s3-media3.fl.yelpcdn.com/bphoto/ZmXIqEW-pVJxSwlQ5P_Yxw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/PjOCqwRKodnNeD-1nir6AQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/cqF1mWxVsBRhjyhoYWJTZA/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",42.2249631377619,-83.6188121885061,REGULAR,"166 James L Hart Pkwy Ypsilanti, MI 48197",,,,"McDonald's166 James L Hart Pkwy Ypsilanti, MI 48197","University of Michigan Museum of Natural History1105 N University Ann Arbor, MI 48109",86,,hotdogs
750,1525,887,WXkR6OMnXZvyQxjA4ajTPQ,McDonald's,https://s3-media4.fl.yelpcdn.com/bphoto/mCX1k_RJ69mOZUBZ9URBRw/o.jpg,OPERATIONAL,https://www.yelp.com/biz/mcdonalds-ypsilanti?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(734) 477-9010,44.0,"['hotdogs', 'burgers', 'coffee']",1.5,"['https://s3-media4.fl.yelpcdn.com/bphoto/mCX1k_RJ69mOZUBZ9URBRw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/26T0gmy5k_SbDnyCRyc_lA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/fmHxVZ1e7jlsTp4d8S4rKg/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",42.234769245059,-83.6794215522241,REGULAR,"3811 Carpenter Rd Ypsilanti, MI 48197",,,,"McDonald's3811 Carpenter Rd Ypsilanti, MI 48197","Anna's House - Ann Arbor445 E Eisenhower Pkwy Ste 1 Ann Arbor, MI 48108",86,,hotdogs
751,1526,869,S591h16rULiqZUgEJG7Lvg,McDonald's,https://s3-media1.fl.yelpcdn.com/bphoto/Wkq6BIqLMJAV-C9u_TEP-w/o.jpg,OPERATIONAL,https://www.yelp.com/biz/mcdonalds-ypsilanti-2?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(734) 485-8416,50.0,"['hotdogs', 'burgers', 'coffee']",1.5,"['https://s3-media1.fl.yelpcdn.com/bphoto/Wkq6BIqLMJAV-C9u_TEP-w/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/Wy0tig4H-15RovZiGnDFRg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/eO99vLeBCOC1vgD7vRSpsw/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",42.240929234331,-83.5995760560035,REGULAR,"16 Ecorse Rd Ypsilanti, MI 48198",,,,"McDonald's16 Ecorse Rd Ypsilanti, MI 48198","Vinology Restaurant & Event Space110 S Main St Ann Arbor, MI 48104",86,,hotdogs
752,1527,700,KM4gkTK0kt5Lj9Tpoon4Zg,McDonald's,https://s3-media4.fl.yelpcdn.com/bphoto/8GLFpOk1ok-AdipuN6SdlA/o.jpg,OPERATIONAL,https://www.yelp.com/biz/mcdonalds-ann-arbor?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(734) 995-9356,36.0,"['burgers', 'hotdogs', 'coffee']",2.0,"['https://s3-media4.fl.yelpcdn.com/bphoto/8GLFpOk1ok-AdipuN6SdlA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/zGO0Sf84DrU-6rWsdjmRbQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/MJDWIzB12ST6HWpq40gWuA/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",42.2420547793215,-83.765717446804,REGULAR,"3001 Lohr Rd Ann Arbor, MI 48108",,,,"McDonald's3001 Lohr Rd Ann Arbor, MI 48108","Vinology Restaurant & Event Space110 S Main St Ann Arbor, MI 48104",86,,burgers
753,1528,820,CtewoSqvWhoeSjWndcWM3A,McDonald's,https://s3-media1.fl.yelpcdn.com/bphoto/vMZ6KgPkFRzMcH3IRmfAag/o.jpg,OPERATIONAL,https://www.yelp.com/biz/mcdonalds-ann-arbor-6?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(734) 434-0434,61.0,"['hotdogs', 'burgers', 'coffee']",1.5,"['https://s3-media1.fl.yelpcdn.com/bphoto/vMZ6KgPkFRzMcH3IRmfAag/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/raeeNX5_dC8LaEBDMIf6tQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/7eoIBhNDzVA7CaAGLtRwYw/o.jpg']",$,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",42.2516124167046,-83.6656676977873,REGULAR,"4775 Washtenaw Blvd Ann Arbor, MI 48108",,,,"McDonald's4775 Washtenaw Blvd Ann Arbor, MI 48108","Knight's Downtown Ann Arbor Steakhouse600 E Liberty St Ann Arbor, MI 48104",86,,hotdogs
754,1529,1607,,McDonald's,,OPERATIONAL,,,1214.0,cafe,3.0,,1.0,,42.2567494,-83.6937998,,"3325 Washtenaw Avenue, Ann Arbor",ChIJz6wQOCGvPIgRXmcz8giksJI,"[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '0600'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0600'}}]","['Monday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u200911:00\u202fPM']","McDonald's3325 Washtenaw Avenue, Ann Arbor","Vinology Restaurant & Event Space110 S Main St Ann Arbor, MI 48104",86,,cafe
755,1530,147,,McDonald's,,OPERATIONAL,,,1431.0,cafe,3.0,,1.0,,42.2766201,-83.7777539,,"2310 West Stadium Boulevard, Ann Arbor",ChIJv7dI0cWxPIgRcrmwuwklcow,"[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0600'}}]","['Monday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200911:00\u202fPM']","McDonald's2310 West Stadium Boulevard, Ann Arbor","CVS2100 West Stadium Boulevard, Ann Arbor",88,,cafe
756,1531,667,7BxCGGAl9zL8NB8y456ivA,McDonald's,https://s3-media2.fl.yelpcdn.com/bphoto/vyaLG4gybwsymKuMjIXO7w/o.jpg,OPERATIONAL,https://www.yelp.com/biz/mcdonalds-ann-arbor-8?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(734) 994-6214,20.0,"['burgers', 'hotdogs', 'coffee']",3.5,"['https://s3-media2.fl.yelpcdn.com/bphoto/vyaLG4gybwsymKuMjIXO7w/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/hJUvpxb-VjQjThsyciXrDw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/vX7xMudMbq4SgV0QYftjyQ/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0500', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '0500', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '0500', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '0500', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '0500', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '0500', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",42.2939307,-83.8392702,REGULAR,"373 N Zeeb Rd Ann Arbor, MI 48103",,,,"McDonald's373 N Zeeb Rd Ann Arbor, MI 48103","Vinology Restaurant & Event Space110 S Main St Ann Arbor, MI 48104",86,,burgers
757,1532,970,NfVQyhukApZVqB9SQOFksw,McDonald's,,OPERATIONAL,https://www.yelp.com/biz/mcdonalds-dexter?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(734) 424-0461,11.0,"['coffee', 'burgers', 'hotdogs']",2.5,[],$,"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",42.2949580436905,-83.8786648454993,REGULAR,"101 Baker Rd Dexter, MI 48130",,,,"McDonald's101 Baker Rd Dexter, MI 48130","Vinology Restaurant & Event Space110 S Main St Ann Arbor, MI 48104",86,,coffee
758,1533,1099,,McDonald's,,OPERATIONAL,,,1562.0,cafe,2.7,,1.0,,42.3030855,-83.7079145,,"2675 Plymouth Road, Ann Arbor",ChIJEUZOyyesPIgRoKVdZ4TQVg0,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","McDonald's2675 Plymouth Road, Ann Arbor","McDonald's2675 Plymouth Ann Arbor, MI 48105",88,,cafe
