Name,Address,Longitude,Latitude,geometry
Galveston RV Rental,"2008 Avenue K, Galveston",-94.7886123,29.3001387,POINT (-94.7886123 29.3001387)
Galveston RV Resort and Marina,"6310 Heards Lane, Galveston",-94.8350109,29.2787925,POINT (-94.8350109 29.2787925)
Galveston Seawall House,"1802 Seawall Boulevard, Galveston",-94.7837547,29.2937879,POINT (-94.7837547 29.2937879)
Galveston Seventh-day Adventist Church,"1628 Avenue M 1/2, Galveston",-94.7837419,29.2985268,POINT (-94.7837419 29.2985268)
Galveston Slingshot Rentals,"2115 61st Street #101, Galveston",-94.8325925,29.2777048,POINT (-94.8325925 29.2777048)
Galveston Texas Roofing Contractor,"2708 Winnie Rear Street, Galveston",-94.7979577,29.3016813,POINT (-94.7979577 29.3016813)
"Galveston top realtor, Lynn Beardslee-JPAR Sears Group","6025 Heards Lane, Galveston",-94.8322185,29.2786722,POINT (-94.8322185 29.2786722)
Galveston Transportation - Galveston Shuttle bus Service,"3002 69th Street, Galveston",-94.8355911,29.2692769,POINT (-94.8355911 29.2692769)
Galveston Trolley Station,"413-499 20th Street, Galveston",-94.7901994,29.3059102,POINT (-94.7901994 29.3059102)
Galveston Unscripted Podcast | Audio Tour,"100 20th Street, Galveston",-94.7908921,29.3087443,POINT (-94.7908921 29.3087443)
Galveston Urban Ministries,"3727 Avenue H, Galveston",-94.8096442,29.2972952,POINT (-94.8096442 29.2972952)
Galveston VA Clinic,"3828 Ursuline Street, Galveston",-94.8087826,29.2913593,POINT (-94.8087826 29.2913593)
galveston vacation rental by owner,"1401 East Beach Drive, Galveston",-94.751745,29.3182857,POINT (-94.751745 29.3182857)
Galveston VIP Cruise Parking,"111 Rosenberg Street, Galveston",-94.7972231,29.3071013,POINT (-94.7972231 29.3071013)
Galveston Visitor Center,"Chamber of Commerce, 2228 Mechanic Street, First Floor Lobby Inside the, Galveston",-94.7938972,29.3064903,POINT (-94.7938972 29.3064903)
Galveston wharfs,"303 31st Street, Galveston",-94.8032672,29.3044129,POINT (-94.8032672 29.3044129)
Galveston Wholesale Building Materials,"4807 Pean Street, Galveston",-94.9066035,29.2230476,POINT (-94.9066035 29.2230476)
Galveston Yacht Marina,"715 North Holiday Drive, Galveston",-94.7745242,29.3182961,POINT (-94.7745242 29.3182961)
GalvestonCruises.com,"523 24th Street, Galveston",-94.7945907,29.3035899,POINT (-94.7945907 29.3035899)
Galvestonian Heliport,Galveston,-94.7336111,29.3336111,POINT (-94.7336111 29.3336111)
Galvez Home Solutions,"7019 Lasker Drive, Galveston",-94.8359874,29.2631444,POINT (-94.8359874 29.2631444)
Garage 4-Parking for SHP,"12th Street &, Mechanic Street, Galveston",-94.781527,29.309578,POINT (-94.781527 29.309578)
"Gary S. Bucholz, DPM","1617 23rd Street, Galveston",-94.7901826,29.2943324,POINT (-94.7901826 29.2943324)
GC Energy Services,"2920 Todd Road, Galveston",-94.797432,29.3166955,POINT (-94.797432 29.3166955)
George Sealy Mansion,"2419 Sealy Avenue, Galveston",-94.7940064,29.299999,POINT (-94.7940064 29.299999)
George's Air Conditioning,"1515 31st Street, Galveston",-94.7998544,29.2925067,POINT (-94.7998544 29.2925067)
Getaway to Galveston,"5220 Seawall Boulevard APT 434, Galveston",-94.8177232,29.2728158,POINT (-94.8177232 29.2728158)
Geters Carla A,"4115 Avenue O, Galveston",-94.8116507,29.2880698,POINT (-94.8116507 29.2880698)
GiGi's Place B&B,"1628 46th Street, Galveston",-94.8161297,29.2872596,POINT (-94.8161297 29.2872596)
Glaveston Cruise Terminal,"3300 Harborside Drive, Galveston",-94.8061477,29.3041619,POINT (-94.8061477 29.3041619)
Glenn Family Dental Clinic,"2601 Broadway Avenue J, Galveston",-94.7956038,29.2988271,POINT (-94.7956038 29.2988271)
Glow Galveston Custom Airbrush Tanning Boutique,"3512 Avenue P 1/2, Galveston",-94.8033706,29.2877048,POINT (-94.8033706 29.2877048)
God's Kingdom And Restoration Ministries (GKARM),"4628 Avenue Q, Galveston",-94.8159648,29.2835128,POINT (-94.8159648 29.2835128)
Goldblum Randall M MD,"300 University Boulevard, Galveston",-94.773908,29.311179,POINT (-94.773908 29.311179)
Gone Gulfin',"5220 Seawall Boulevard APT 1435, Galveston",-94.8177232,29.2728158,POINT (-94.8177232 29.2728158)
Goodwill Houston Select Stores,"4525 Avenue U, Galveston",-94.8121418,29.2762266,POINT (-94.8121418 29.2762266)
Gowan Inc,"900 Harborside Drive, Galveston",-94.8630868,29.2857474,POINT (-94.8630868 29.2857474)
Grace Fishing Charters,Galveston,-94.7765463,29.3193964,POINT (-94.7765463 29.3193964)
Grand Galvez,"2024 Seawall Boulevard, Galveston",-94.7860458,29.2927022,POINT (-94.7860458 29.2927022)
Great Escapes by Jason,"215 Market Street F309, Galveston",-94.7704125,29.3113519,POINT (-94.7704125 29.3113519)
Grem's Guide Service,"9301 Broadway Street, Galveston",-94.8738674,29.2886836,POINT (-94.8738674 29.2886836)
Grete Oppe School,"2915 81st Street, Galveston",-94.8502083,29.2634489,POINT (-94.8502083 29.2634489)
Gulf Coast Center,"3828 Ursuline Street, Galveston",-94.808869,29.2913957,POINT (-94.808869 29.2913957)
Gulf Coast Conference Inc,"Moody Gardens Tram Route, Galveston",-94.8541919,29.2735011,POINT (-94.8541919 29.2735011)
Gulf Coast Electric,"38 Back Bay Circle, Galveston",-94.8434335,29.2759019,POINT (-94.8434335 29.2759019)
Gulf Coast King,"9301 Broadway Street, Galveston",-94.873923,29.288874,POINT (-94.873923 29.288874)
Gulf Coast Marine Construction,"1412 42nd Street, Galveston",-94.8122229,29.2904743,POINT (-94.8122229 29.2904743)
Gulf Copper Dry Dock & Rig Repair,"2920 Todd Road, Galveston",-94.7974887,29.3167494,POINT (-94.7974887 29.3167494)
Gulf Gas Station,"4827 Broadway Avenue J, Galveston",-94.8214825,29.2920039,POINT (-94.8214825 29.2920039)
Gulf Leisure Resorts Inc,"12200 Termini-San Luis Pass Road, Galveston",-94.9060334,29.2231032,POINT (-94.9060334 29.2231032)
Gulf Meditation,Galveston,-94.7935665,29.2851532,POINT (-94.7935665 29.2851532)
Gulf Siesta,"3818 Avenue S, Galveston",-94.8055315,29.2823818,POINT (-94.8055315 29.2823818)
"Gulshan Sharma, MD, MPH","301 University Boulevard, Galveston",-94.7758738,29.3107498,POINT (-94.7758738 29.3107498)
Gursaran Morrical,"901 Harborside Drive, Galveston",-94.7791157,29.3119745,POINT (-94.7791157 29.3119745)
Gus Allen Sr. Park,"2800 Church Street, Galveston",-94.7986969,29.3024019,POINT (-94.7986969 29.3024019)
GypsyGirl Nails,"6039 Sea Isle, Galveston",-95.043554,29.1430238,POINT (-95.043554 29.1430238)
H&R Block,"4605 Fort Crockett Boulevard, Galveston",-94.8134869,29.2757846,POINT (-94.8134869 29.2757846)
Hair on Q,"3124 Avenue Q, Galveston",-94.7988474,29.2879998,POINT (-94.7988474 29.2879998)
Half Moon Beach & Stavanger Beach,"24087 Termini-San Luis Pass Road, Galveston",-95.0747493,29.1169514,POINT (-95.0747493 29.1169514)
Hampton Inn & Suites Galveston,"6431 Central City Boulevard, Galveston",-94.8310769,29.2661987,POINT (-94.8310769 29.2661987)
Happy In Margaritaville,"11203 Bernice Drive, Galveston",-94.8815434,29.2361021,POINT (-94.8815434 29.2361021)
Harbor East Condominiums,"500 Ferry Rd, Galveston",-94.7700423,29.3203292,POINT (-94.7700423 29.3203292)
Harbor House Hotel & Marina at Pier 21,"28 Pier 21, Galveston",-94.7925577,29.3095886,POINT (-94.7925577 29.3095886)
Harborside Condominiums Owners,"104 21st St, Galveston",-94.7921761,29.3084218,POINT (-94.7921761 29.3084218)
Harmon Pottery,"1218 Avenue M 1/2, Galveston",-94.7789157,29.2998515,POINT (-94.7789157 29.2998515)
Harpoon Haven,"4015 War Chest Court, Galveston",-94.9409964,29.2036739,POINT (-94.9409964 29.2036739)
"Hattie's Place, Too","37th Street Near, R, Galveston",-94.8037264,29.2825557,POINT (-94.8037264 29.2825557)
Healing and Prayer Center Galveston,"4106 Reeves Drive, Galveston",-95.0429058,29.143431,POINT (-95.0429058 29.143431)
Health Initiatives Learning,"5301 Broadway Avenue J, Galveston",-94.8264955,29.2908013,POINT (-94.8264955 29.2908013)
Heavenly Touch Beauty and Wellness Spa,"2002 45th Street, Galveston",-94.8139963,29.2845508,POINT (-94.8139963 29.2845508)
Heffernan Insurance Inc,"1703 23rd Street, Galveston",-94.7899099,29.2935735,POINT (-94.7899099 29.2935735)
Heidi & Jojo Hair Braiding,"6195 Central City Boulevard, Galveston",-94.8290626,29.2685994,POINT (-94.8290626 29.2685994)
Hensley Electric,"4010 3rd Street, Galveston",-95.0696428,29.127625,POINT (-95.0696428 29.127625)
Heritage,"Termini-San Luis Pass Road, Galveston",-94.9362728,29.2081318,POINT (-94.9362728 29.2081318)
"Heritage Coastal Vacation Rentals, LLC","13655 Farm to Market Road 3005 suite b, Galveston",-94.936103,29.2079217,POINT (-94.936103 29.2079217)
HF Quality Taxi & Airport Shuttle Service,"2906 Avenue M 1/2, Galveston",-94.7981325,29.2947784,POINT (-94.7981325 29.2947784)
HICV GSR Signature Building,"19418 Termini-San Luis Pass Road, Galveston",-95.0114494,29.1587615,POINT (-95.0114494 29.1587615)
HIE hotel &Suites,"8638 Seawall Boulevard, Galveston",-94.7977277,29.3013582,POINT (-94.7977277 29.3013582)
High Tide Hideaway,"813 Church Street, Galveston",-94.7765199,29.307787,POINT (-94.7765199 29.307787)
Hilton Galveston Island Resort,"5400 Seawall Boulevard, Galveston",-94.821378,29.2707145,POINT (-94.821378 29.2707145)
Historic Downtown Strand Seaport Partnership,"502 20th Street, Galveston",-94.7971552,29.3071012,POINT (-94.7971552 29.3071012)
Historic Harbor Tours and Dolphin Watch,"Pier 22 Suite #8, Galveston",-94.7931648,29.3090516,POINT (-94.7931648 29.3090516)
Historic Home Rentals,"1409 Market Street, Galveston",-94.7838868,29.3077836,POINT (-94.7838868 29.3077836)
Holiday Inn Club Vacations Galveston Beach Resort,"11743 Termini-San Luis Pass Road #6293, Galveston",-94.8961501,29.2283817,POINT (-94.8961501 29.2283817)
Holiday Inn Club Vacations Galveston Seaside Resort,"19320 Termini-San Luis Pass Road, Galveston",-95.0134236,29.1625961,POINT (-95.0134236 29.1625961)
"Holiday Inn Express & Suites Galveston Beach, an IHG Hotel","3228 Seawall Boulevard, Galveston",-94.79856,29.28343,POINT (-94.79856 29.28343)
"Holiday Inn Express & Suites Galveston West-Seawall, an IHG Hotel","8628 Seawall Boulevard, Galveston",-94.8508256,29.2532731,POINT (-94.8508256 29.2532731)
"Holiday Inn Resort Galveston-on the Beach, an IHG Hotel","5002 Seawall Boulevard, Galveston",-94.817101,29.2727918,POINT (-94.817101 29.2727918)
Holy Family Catholic School,"2601 Ursuline Street, Galveston",-94.793756,29.294033,POINT (-94.793756 29.294033)
Holy Rosary Catholic Church,"1420 31st Street, Galveston",-94.799496,29.2935133,POINT (-94.799496 29.2935133)
Home2 Suites by Hilton Galveston,"4302 Seawall Boulevard, Galveston",-94.8089973,29.2770137,POINT (-94.8089973 29.2770137)
HomeTown Bank of Galveston- Main Bank,"1801 45th Street, Galveston",-94.8149264,29.2857943,POINT (-94.8149264 29.2857943)
Honorable Jan Yarbrough,"600 59th Street, Galveston",-94.8335879,29.2927427,POINT (-94.8335879 29.2927427)
Hooked on Acupuncture,"2505 Market Street, Galveston",-94.7964012,29.3045575,POINT (-94.7964012 29.3045575)
Hospital,"521 8th Street, Galveston",-94.7770173,29.3107328,POINT (-94.7770173 29.3107328)
Hospital Parking Garage 8,Galveston,-94.7756011,29.3116784,POINT (-94.7756011 29.3116784)
Hospitality Staffing Solutions,"305 21st Street #176, Galveston",-94.7919231,29.3065731,POINT (-94.7919231 29.3065731)
Hotel Galvez Parking Garage,"1921 21st Street, Galveston",-94.7869676,29.2921951,POINT (-94.7869676 29.2921951)
Hotel Lucine,"1002 Seawall Boulevard, Galveston",-94.7762025,29.3004827,POINT (-94.7762025 29.3004827)
Hotel San Luis resort,Galveston,-94.7977277,29.3013582,POINT (-94.7977277 29.3013582)
Hotel Tawanda,"1712 24th Street Rear, Galveston",-94.7907107,29.2932893,POINT (-94.7907107 29.2932893)
Howard Johnson by Wyndham Galveston,"8216 Harborside Drive, Galveston",-94.8641575,29.2879472,POINT (-94.8641575 29.2879472)
Hugh Pest Control Galveston,"Spanish Grant Road, Galveston",-94.9104386,29.219506,POINT (-94.9104386 29.219506)
Hurricane Electric,"6702 Oleander Avenue, Galveston",-94.8368132,29.2719583,POINT (-94.8368132 29.2719583)
Hybasia,"3715 Avenue M 1/2, Galveston",-94.8074263,29.2919475,POINT (-94.8074263 29.2919475)
Ibis Mechanical,"3651 Foremast Drive, Galveston",-94.929496,29.2163115,POINT (-94.929496 29.2163115)
Ideal Lumber Co,"6520 Stewart Road, Galveston",-94.8357741,29.2740304,POINT (-94.8357741 29.2740304)
Ike's Revenge,"11226 Reagor Way, Galveston",-94.883489,29.2369371,POINT (-94.883489 29.2369371)
ILA,"1907 45th Street, Galveston",-94.814621,29.2852481,POINT (-94.814621 29.2852481)
Immaculate,"4202 Avenue S, Galveston",-94.8094983,29.2812922,POINT (-94.8094983 29.2812922)
In City Beach House,"5720 Maco Street, Galveston",-94.8243222,29.270223,POINT (-94.8243222 29.270223)
Indian Summer,"18410 East De Vaca Lane, Galveston",-94.9954479,29.168618,POINT (-94.9954479 29.168618)
Indoor Cruise Parking,"202 37th Street, Galveston",-94.8101226,29.3027331,POINT (-94.8101226 29.3027331)
Infinite Mobile PC,"4420 Avenue K, Galveston",-94.8165469,29.2927782,POINT (-94.8165469 29.2927782)
Inn at the Waterpark,"2525 Jones Drive, Galveston",-94.8499165,29.2655757,POINT (-94.8499165 29.2655757)
Inn Seaclusion,"1715 19th Street #9, Galveston",-94.7853208,29.294499,POINT (-94.7853208 29.294499)
Insurance Junction Inc.,"3320 Broadway Avenue J, Galveston",-94.8043398,29.2972447,POINT (-94.8043398 29.2972447)
Inverness By the Sea,"7600 Seawall Boulevard, Galveston",-94.8405833,29.2593028,POINT (-94.8405833 29.2593028)
Ira Levin Insurance,"1715 23rd Street, Galveston",-94.7898367,29.2932448,POINT (-94.7898367 29.2932448)
Isaac's film crew,"2907 Avenue L, Galveston",-94.7986094,29.2961117,POINT (-94.7986094 29.2961117)
Isla Bonita,"4102 Broadway Avenue J, Galveston",-94.8129267,29.2948926,POINT (-94.8129267 29.2948926)
Island Bay Resort Apartment Homes,"7400 Jones Drive, Galveston",-94.8446427,29.2706019,POINT (-94.8446427 29.2706019)
Island Body Works @ Atmosphere,"1221 23rd Street, Galveston",-94.7913694,29.2975132,POINT (-94.7913694 29.2975132)
Island Breeze Shuttle,"5201 Avenue S, Galveston",-94.8208989,29.2779653,POINT (-94.8208989 29.2779653)
Island Drip Spa,"2002 Avenue B Suite 102, Galveston",-94.7913787,29.308193,POINT (-94.7913787 29.308193)
"Island Famous, Inc.","2412 33rd Street, Galveston",-94.7989542,29.2844982,POINT (-94.7989542 29.2844982)
Island Health Center,"4623 Fort Crockett Boulevard, Galveston",-94.813379,29.276188,POINT (-94.813379 29.276188)
"Island Inn By OYO Galveston Beach, TX","6311 Central City Boulevard, Galveston",-94.8302522,29.2685873,POINT (-94.8302522 29.2685873)
Island Innovations Inc,"3802 Cove View Boulevard, Galveston",-94.8678247,29.2446394,POINT (-94.8678247 29.2446394)
Island Jet Center,"2115 Terminal Drive, Galveston",-94.8553451,29.2681865,POINT (-94.8553451 29.2681865)
Island Machine Works,"4217 Avenue M, Galveston",-94.813301,29.2913497,POINT (-94.813301 29.2913497)
Island Marine Pile Drivers,"7805 Bayside Avenue, Galveston",-94.8598528,29.2897032,POINT (-94.8598528 29.2897032)
Island Pediatrics,"301 University Boulevard, Galveston",-94.7758738,29.3107498,POINT (-94.7758738 29.3107498)
Island Pier Club,"1702 Avenue O, Galveston",-94.7832229,29.2958131,POINT (-94.7832229 29.2958131)
Island spot Hookah Lounge & Grill (Halal),"1017 61st Street, Galveston",-94.8377,29.2872982,POINT (-94.8377 29.2872982)
Island Supplements,"1905 45th Street, Galveston",-94.8146298,29.2853205,POINT (-94.8146298 29.2853205)
Island vibes nutrition,"613 University Boulevard, Galveston",-94.7739672,29.308337,POINT (-94.7739672 29.308337)
Islander East Resort,"415 E Beach Dr, Galveston",-94.7565783,29.314553,POINT (-94.7565783 29.314553)
J & J Telecommunications Inc,"7909 Harborside Drive, Galveston",-94.8617675,29.2909061,POINT (-94.8617675 29.2909061)
J Bangle Galleries,"1124 25th Street, Galveston",-94.7935114,29.2978274,POINT (-94.7935114 29.2978274)
J. W. Kelso Co Inc,"7225 Harborside Drive, Galveston",-94.8554356,29.2936885,POINT (-94.8554356 29.2936885)
Jamaica Beach RV Park,"17200 Termini-San Luis Pass Road, Galveston",-94.9817956,29.1789996,POINT (-94.9817956 29.1789996)
Jana Kyu K MD,"6710 Stewart Road # 100, Galveston",-94.8383319,29.2735109,POINT (-94.8383319 29.2735109)
JC Dodd Lofts,"2427 Market Street, Galveston",-94.7958531,29.3046948,POINT (-94.7958531 29.3046948)
JC League House,"1702 Broadway Avenue J, Galveston",-94.7856244,29.3022075,POINT (-94.7856244 29.3022075)
Jennie Sealy Hospital,"712 Texas Avenue, Galveston",-94.7760586,29.3125626,POINT (-94.7760586 29.3125626)
Jennings Richard MD,"301 University Boulevard, Galveston",-94.7758738,29.3107498,POINT (-94.7758738 29.3107498)
Jessica Leigh Multimedia,"1820 56th Street, Galveston",-94.8270258,29.282657,POINT (-94.8270258 29.282657)
Jessicas Mobile Notary Services,"4222 Broadway Avenue J, Galveston",-94.8146891,29.2944812,POINT (-94.8146891 29.2944812)
John Ford Jewelers,"2114 61st Street, Galveston",-94.8318665,29.277496,POINT (-94.8318665 29.277496)
John Sealy Hospital,"301 8th Street, Galveston",-94.7772529,29.3107035,POINT (-94.7772529 29.3107035)
Jungle Surf Rentals,"1020 Seawall Boulevard, Galveston",-94.7765677,29.3001141,POINT (-94.7765677 29.3001141)
K6 Island Sports,"21430 Termini-San Luis Pass Road, Galveston",-95.039223,29.1424412,POINT (-95.039223 29.1424412)
Kathy's Kottage,"4114 King Rail Circle, Galveston",-95.0903277,29.109578,POINT (-95.0903277 29.109578)
Kemistry,"4927 Broadway Avenue J, Galveston",-94.8226876,29.2917306,POINT (-94.8226876 29.2917306)
Kempner Park Monument,"3510-0040-1000, 001, Galveston",-94.795386,29.2937221,POINT (-94.795386 29.2937221)
Ken's Towing & Recovery,"5100 Postoffice Street, Galveston",-94.8261015,29.2958672,POINT (-94.8261015 29.2958672)
Kermit Courville Stadium,"1429 27th Street, Galveston",-94.7960952,29.295101,POINT (-94.7960952 29.295101)
"Kevin H. McKinney, MD, FACE","301 University Boulevard, Galveston",-94.7758738,29.3107498,POINT (-94.7758738 29.3107498)
Kiddie Kampus,"4627 Avenue Q 1/2, Galveston",-94.8156001,29.2822247,POINT (-94.8156001 29.2822247)
Kindness Project Murals,"22nd &, Avenue East, Galveston",-94.8234384,29.2967318,POINT (-94.8234384 29.2967318)
Kiwi Services,Galveston,-94.9039424,29.2469914,POINT (-94.9039424 29.2469914)
Knapp Flower Shop,"1122 45th Street, Galveston",-94.8164597,29.2919664,POINT (-94.8164597 29.2919664)
Knights Inn Galveston,"3008 Seawall Boulevard, Galveston",-94.796085,29.2848325,POINT (-94.796085 29.2848325)
Kokomo Beach House,"23149 Gulf Drive, Galveston",-95.0606784,29.1273768,POINT (-95.0606784 29.1273768)
"Kristin White, LMT","1015 26th Street, Galveston",-94.7955062,29.2985115,POINT (-94.7955062 29.2985115)
Kritikos Grill,,-94.8156513319126,29.2734950161142,POINT (-94.8156513319126 29.2734950161142)
Kwik Kar @ Broadway,"3115 Broadway Avenue J, Galveston",-94.8018586,29.2970794,POINT (-94.8018586 29.2970794)
L & T Services,"2823 Mechanic Street, Galveston",-94.799992,29.302573,POINT (-94.799992 29.302573)
La King's Confectionery,"2323 The Strand, Galveston",-94.79511,29.3067,POINT (-94.79511 29.3067)
La Mansión MariMar,"24459 Termini-San Luis Pass Road, Galveston",-95.0778648,29.115747,POINT (-95.0778648 29.115747)
La Moda Salon & Day Spa,"523 24th Street #201, Galveston",-94.7945357,29.3036319,POINT (-94.7945357 29.3036319)
LA Morgan Elementary School,"1410 37th Street, Galveston",-94.8059162,29.2920332,POINT (-94.8059162 29.2920332)
La Quinta Inn & Suites by Wyndham Galveston,"758C+W8, 2901 63rd Street, Galveston",-94.8291875,29.2673125,POINT (-94.8291875 29.2673125)
La Quinta Inn & Suites by Wyndham Galveston Island North,"1002 63rd Rear Street, Galveston",-94.839937,29.287721,POINT (-94.839937 29.287721)
Laffite's Cove Nature Society,"3503 Eckert Drive, Galveston",-94.9344437,29.2176129,POINT (-94.9344437 29.2176129)
Laguna San Luis,"25239 Sausalito Drive, Galveston",-95.0881973,29.1132265,POINT (-95.0881973 29.1132265)
Landon's Lookout,"1405 50th Street, Galveston",-94.8221082,29.2880217,POINT (-94.8221082 29.2880217)
Larry Ryan Heating & Air Conditioning,"6705 Golfcrest Drive, Galveston",-94.8355853,29.2698347,POINT (-94.8355853 29.2698347)
Las Villas Apartments,Galveston,-94.7784345,29.3033559,POINT (-94.7784345 29.3033559)
Lasker Inn Bed & Breakfast and Event Venue,"1019 16th Street, Galveston",-94.7839932,29.3013671,POINT (-94.7839932 29.3013671)
Latitude 29 Group,"1227 Avenue L, Galveston",-94.7795639,29.301057,POINT (-94.7795639 29.301057)
Le Makeup Muse,"1610 Postoffice St, Galveston",-94.7860151,29.3067566,POINT (-94.7860151 29.3067566)
Lee Hage Jamail Student Center,Galveston,-94.7795687,29.311418,POINT (-94.7795687 29.311418)
"LEWIS DESIGN GROUP, PLLC","2928 Bernardo De Galvez Avenue, Galveston",-94.7971955,29.2902709,POINT (-94.7971955 29.2902709)
Lewis Tsai,"400 Harborside Drive, Galveston",-94.7748219,29.3148616,POINT (-94.7748219 29.3148616)
Libbie's Place Senior Day Program,"5402 Avenue U, Galveston",-94.8226143,29.2742405,POINT (-94.8226143 29.2742405)
Libby Moody Thompson Basic Science Building,"1000 Mechanic Street, Galveston",-94.7796106,29.3103979,POINT (-94.7796106 29.3103979)
Life by the sea,"2811 1/2 Avenue Q 1/2 R, Galveston",-94.7945755,29.2877027,POINT (-94.7945755 29.2877027)
Life's A Beach,"19130 Kahala Drive, Galveston",-95.0073586,29.1609153,POINT (-95.0073586 29.1609153)
Lighthouse parking Lot 3,"2801 Market Street, Galveston",-94.7997881,29.3036021,POINT (-94.7997881 29.3036021)
Lil House by the Sea,"2114 27th Street, Galveston",-94.7930292,29.2887653,POINT (-94.7930292 29.2887653)
Little Winnie,"2517 Winnie Rear Street, Galveston",-94.7960207,29.3018379,POINT (-94.7960207 29.3018379)
Live Oak Baptist Church,"1020 32nd Street, Galveston",-94.8017996,29.2967427,POINT (-94.8017996 29.2967427)
Lone Star Geotech Services,"1801 31st Street, Galveston",-94.7989835,29.2904036,POINT (-94.7989835 29.2904036)
Lone Star Pianos,"2620 Avenue M, Galveston",-94.7953726,29.2964643,POINT (-94.7953726 29.2964643)
"Longworth Law Firm, P.C.","4106 Kiva Road, Galveston",-95.004024,29.1675126,POINT (-95.004024 29.1675126)
loonol MASSAGE,"4631 Fort Crockett Boulevard, Galveston",-94.8131831,29.2762274,POINT (-94.8131831 29.2762274)
Lot А - Port Of Galveston Cruise Parking,"150 33rd Street, Galveston",-94.8040417,29.3051314,POINT (-94.8040417 29.3051314)
Louis's Hair Studio,"4421 Avenue P 1/2, Galveston",-94.8140231,29.2846042,POINT (-94.8140231 29.2846042)
LuLu's The Salon & Spa,"5205 Avenue U, Galveston",-94.8198732,29.2742473,POINT (-94.8198732 29.2742473)
Luna Lea Day Spa,"1802 Broadway Avenue J Suite 226, Galveston",-94.7866785,29.3019038,POINT (-94.7866785 29.3019038)
Lupita,"2314 45th St Galveston, TX 77550",-94.8130149288355,29.2816605268114,POINT (-94.8130149288355 29.2816605268114)
M-I Drilling Fluids,"4105 Port Industrial Road, Galveston",-94.829131,29.299673,POINT (-94.829131 29.299673)
M-I Swaco,"1300 Coastwide Road, Galveston",-94.7870484,29.324723,POINT (-94.7870484 29.324723)
M. W. Shaw Building,"2427 Market Street, Galveston",-94.7958531,29.3046948,POINT (-94.7958531 29.3046948)
Macedonia Missionary Baptist Church,"Avenue M 1/2, Galveston",-94.798494,29.2947452,POINT (-94.798494 29.2947452)
Maebemy Gallery,"2828 61st Street UNIT 1303, Galveston",-94.8270884,29.2690695,POINT (-94.8270884 29.2690695)
Magnolia Hotel,"4211 Mason Drive, Galveston",-95.0434652,29.1411059,POINT (-95.0434652 29.1411059)
Magruder Family & Cosmetic Dentistry - Orthodontics Galveston,"3314 Avenue O, Galveston",-94.8020445,29.290952,POINT (-94.8020445 29.290952)
Maid Works,"1104 35th Street, Galveston",-94.8051635,29.295295,POINT (-94.8051635 29.295295)
Mainland Floral,"2710 Broadway Avenue J, Galveston",-94.7972328,29.2991095,POINT (-94.7972328 29.2991095)
Mallory Produce Building,"2112 The Strand, Galveston",-94.7926576,29.3078728,POINT (-94.7926576 29.3078728)
Malloy Funerals & Cremations,"3028 Broadway Avenue J, Galveston",-94.801046,29.2981623,POINT (-94.801046 29.2981623)
Mamady's Primitive Art From,"2211 The Strand, Galveston",-94.7937577,29.307213,POINT (-94.7937577 29.307213)
Manuel's Paint & Body Shop,"3828 Avenue S, Galveston",-94.8057269,29.2823875,POINT (-94.8057269 29.2823875)
Maravilla Owners Association,"9520 Seawall Boulevard, Galveston",-94.8597841,29.2487872,POINT (-94.8597841 29.2487872)
Maravilla Seawall Condo by AB Sea,"8610 Seawall Blvd, Galveston",-94.8503361,29.2532946,POINT (-94.8503361 29.2532946)
Mardi Gras,"6102 Seawall Boulevard #158, Galveston",-94.8275823,29.2668472,POINT (-94.8275823 29.2668472)
Mare Blu Unit,"3506 Cove View Boulevard, Galveston",-94.8674806,29.246844,POINT (-94.8674806 29.246844)
"Maria E. Rivera, CNM","301 University Boulevard, Galveston",-94.7758738,29.3107498,POINT (-94.7758738 29.3107498)
Mariner House Condominiums,"215 Postoffice St, Galveston",-94.7700576,29.3105544,POINT (-94.7700576 29.3105544)
Mariner Inn,"1602 Seawall Boulevard, Galveston",-94.7818911,29.2952078,POINT (-94.7818911 29.2952078)
Mario's Seawall Italian Restaurant,"628 Seawall Boulevard, Galveston",-94.7731772,29.3043293,POINT (-94.7731772 29.3043293)
Market Street Cottage,"1724 Market Street, Galveston",-94.7878669,29.3071737,POINT (-94.7878669 29.3071737)
Marlin Cruise Parking,"8115 Harborside Drive, Galveston",-94.8627191,29.2875693,POINT (-94.8627191 29.2875693)
Marshalls,"2711 61st Street, Galveston",-94.8306627,29.2705713,POINT (-94.8306627 29.2705713)
Martin Mysteries Oil Services,"1300 Coastwide Road, Galveston",-94.7870845,29.3246388,POINT (-94.7870845 29.3246388)
Marty's City Auto & Towing Service,"520 44th Street, Galveston",-94.8172657,29.2977099,POINT (-94.8172657 29.2977099)
Mary Moody Northen Endowment,"2628 Broadway Avenue J, Galveston",-94.7965403,29.2992236,POINT (-94.7965403 29.2992236)
Maud Moller House,"812 19th Street, Galveston",-94.7877604,29.3030149,POINT (-94.7877604 29.3030149)
Maze,"201 26th Street Suite 1, Galveston",-94.7979105,29.3055559,POINT (-94.7979105 29.3055559)
McGuire-Dent Recreation Center at Menard Park,"2222 28th Street, Galveston",-94.7933005,29.2873496,POINT (-94.7933005 29.2873496)
"McNatt Contracting, Inc.","7707 Bayside Avenue, Galveston",-94.8592522,29.2898384,POINT (-94.8592522 29.2898384)
