,Name,place_id,Address,Coordinates,business_status,types,delivery,dine_in,takeout,price_level,rating,user_ratings_total,serves_breakfast,serves_brunch,serves_lunch,serves_dinner,serves_vegetarian_food,serves_beer,serves_wine,category,business_hours_x,business_hours_text_x,business_hours_y,business_hours_text_y
700,A-Affordable,ChIJq1UtqHCeP4YRDFw0YaKxs2o,"3402 Broadway Avenue J, Galveston","{'lat': 29.2969957, 'lng': -94.8048815}",OPERATIONAL,"['insurance_agency', 'point_of_interest', 'establishment']",,,,,4.5,4.0,,,,,,,,insurance_agency,"[{'close': {'day': 1, 'time': '1730'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1730'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1730'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1730'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1730'}, 'open': {'day': 5, 'time': '0900'}}]","['Monday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","[{'close': {'day': 1, 'time': '1730'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1730'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1730'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1730'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1730'}, 'open': {'day': 5, 'time': '0900'}}]","['Monday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
701,GALVESTON BEACH RENTALS,ChIJ_xe1V06cP4YRuwa2qHctiWw,"1102 39th Street, Galveston","{'lat': 29.2941877, 'lng': -94.8097885}",OPERATIONAL,"['real_estate_agency', 'travel_agency', 'point_of_interest', 'establishment']",,,,,3.9,9.0,,,,,,,,real_estate_agency,"[{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","[{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
702,MoneyGram,ChIJ6R607HieP4YRad3xe3RkTJ4,"1228 39th Street, Galveston","{'lat': 29.2927498, 'lng': -94.80937089999999}",OPERATIONAL,"['finance', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,finance,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '0700'}}]","['Monday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200910:00\u202fPM']","[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '0700'}}]","['Monday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200910:00\u202fPM']"
703,local meat man,ChIJ__-v7HueP4YR1V6Iq_0nMgw,"1428 35th Street, Galveston","{'lat': 29.2922274, 'lng': -94.8041628}",CLOSED_TEMPORARILY,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",,,,,4.7,3.0,,,,,,,,grocery_or_supermarket,,,,
704,Seeding Galveston,ChIJEw1KBWyeP4YRSknrt-MIdMI,"3318 Ursuline Street, Galveston","{'lat': 29.2930268, 'lng': -94.8029645}",OPERATIONAL,"['park', 'point_of_interest', 'establishment']",,,,,4.5,8.0,,,,,,,,park,"[{'close': {'day': 0, 'time': '1000'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 2, 'time': '1100'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1030'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1100'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 6, 'time': '1000'}, 'open': {'day': 6, 'time': '0800'}}]","['Monday: Closed', 'Tuesday: 7:00\u2009–\u200911:00\u202fAM', 'Wednesday: 8:00\u2009–\u200910:30\u202fAM', 'Thursday: 7:00\u2009–\u200911:00\u202fAM', 'Friday: Closed', 'Saturday: 8:00\u2009–\u200910:00\u202fAM', 'Sunday: 8:00\u2009–\u200910:00\u202fAM']","[{'close': {'day': 0, 'time': '1000'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 2, 'time': '1100'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1030'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1100'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 6, 'time': '1000'}, 'open': {'day': 6, 'time': '0800'}}]","['Monday: Closed', 'Tuesday: 7:00\u2009–\u200911:00\u202fAM', 'Wednesday: 8:00\u2009–\u200910:30\u202fAM', 'Thursday: 7:00\u2009–\u200911:00\u202fAM', 'Friday: Closed', 'Saturday: 8:00\u2009–\u200910:00\u202fAM', 'Sunday: 8:00\u2009–\u200910:00\u202fAM']"
705,Right at Home,ChIJFTEFdkSeP4YRDqBw2JlzCB0,"1409 39th Street, Galveston","{'lat': 29.2913352, 'lng': -94.809173}",OPERATIONAL,"['point_of_interest', 'health', 'establishment']",,,,,4.8,13.0,,,,,,,,point_of_interest,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
706,"Wm. Scott Field, Restoration Architect",ChIJpzuWS0SeP4YRF64CEeyrvUs,"3818 Avenue North 1/2, Galveston","{'lat': 29.29032220000001, 'lng': -94.80811229999999}",OPERATIONAL,"['point_of_interest', 'establishment']",,,,,,,,,,,,,,point_of_interest,"[{'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '0700'}}]","['Monday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']","[{'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '0700'}}]","['Monday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']"
707,Gulf Coast Center,ChIJq6Ry72yeP4YRiVbKGL9xq-w,"3828 Ursuline Street, Galveston","{'lat': 29.2913957, 'lng': -94.808869}",OPERATIONAL,"['point_of_interest', 'health', 'establishment']",,,,,4.9,8.0,,,,,,,,point_of_interest,"[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
708,A & M Grocery Store,ChIJO0my7HieP4YRyMJnY_lPFkE,"1228 39th Street, Galveston","{'lat': 29.2927277, 'lng': -94.8093627}",OPERATIONAL,"['grocery_or_supermarket', 'supermarket', 'atm', 'finance', 'store', 'point_of_interest', 'food', 'establishment']",,,,,4.2,150.0,,,,,,,,grocery_or_supermarket,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0700'}}]","['Monday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20099:00\u202fPM']","[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0700'}}]","['Monday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20099:00\u202fPM']"
709,A&m,ChIJHzDTowudP4YRpPPYZKb15hQ,"904 41st Street, Galveston","{'lat': 29.2927203, 'lng': -94.8093725}",OPERATIONAL,"['supermarket', 'grocery_or_supermarket', 'store', 'point_of_interest', 'food', 'establishment']",,,,,,,,,,,,,,supermarket,,,,
710,Pinedas Bargain Outlet,ChIJYWr0vnieP4YRTWA5yB3qgXg,"1301 39th Street, Galveston","{'lat': 29.2923826, 'lng': -94.8095438}",CLOSED_TEMPORARILY,"['supermarket', 'grocery_or_supermarket', 'store', 'point_of_interest', 'food', 'establishment']",,,,,,,,,,,,,,supermarket,,,,
711,Angel Cradling Bunny,ChIJ02cTfx-fP4YRb4u-KoDeXV8,"1124 37th Street, Galveston","{'lat': 29.2942306, 'lng': -94.80726670000001}",OPERATIONAL,"['tourist_attraction', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,tourist_attraction,,,,
712,Yellow Door Beach Home,ChIJj9laICedP4YRqDwR6HhchwQ,"4017 Avenue M, Galveston","{'lat': 29.2919022, 'lng': -94.81121089999999}",OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",,,,,5.0,1.0,,,,,,,,lodging,,,,
713,Valerie Ruth Moffitt,ChIJSUuV8SGdP4YRCup7ivM6_FU,"4119 Avenue M, Galveston","{'lat': 29.2915799, 'lng': -94.81235780000002}",OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",,,,,5.0,1.0,,,,,,,,lodging,,,,
714,Nick's Kitchen and Beach Bar,ChIJ3xQHHYSeP4YRWx68YDlRIEk,"3802 Seawall Boulevard, Galveston","{'lat': 29.2797917, 'lng': -94.8040028}",OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,2.0,4.2,3609.0,,,,,,,,restaurant,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']","[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']"
715,Gaido's,ChIJO127nYaeP4YRLzl8_oz68z0,"3828 Seawall Boulevard, Galveston","{'lat': 29.2796255, 'lng': -94.80449999999999}",OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,3.0,4.4,5568.0,,,,,,,,restaurant,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']","[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']"
716,Joe's Crab Shack,ChIJDzxfRoaeP4YRFUwTMCmVm_4,"3502 Seawall Boulevard, Galveston","{'lat': 29.28157029999999, 'lng': -94.8014962}",OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,2.0,3.8,4371.0,,,,,,,,restaurant,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200910:00\u202fPM']","[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200910:00\u202fPM']"
717,Shrimp N Stuff,ChIJp0JWG3-eP4YRt45gvJPsVjw,"3901 Avenue O, Galveston","{'lat': 29.2888755, 'lng': -94.8084087}",OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,1.0,4.4,5069.0,,,,,,,,restaurant,"[{'close': {'day': 0, 'time': '2030'}, 'open': {'day': 0, 'time': '1030'}}, {'close': {'day': 1, 'time': '2030'}, 'open': {'day': 1, 'time': '1030'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '1030'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '1030'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '1030'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1030'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1030'}}]","['Monday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u20098:30\u202fPM']","[{'close': {'day': 0, 'time': '2030'}, 'open': {'day': 0, 'time': '1030'}}, {'close': {'day': 1, 'time': '2030'}, 'open': {'day': 1, 'time': '1030'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '1030'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '1030'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '1030'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1030'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1030'}}]","['Monday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u20098:30\u202fPM']"
