,Unnamed: 0,Name,Address,Coordinates,Name + Address,second_best_match,second_best_score
5,5,Jimmy's on the Pier,"9001 Seawall Blvd Galveston, TX 77554","{'latitude': 29.25064, 'longitude': -94.85324}","Jimmy's on the Pier9001 Seawall Blvd Galveston, TX 77554","Yaga's Cafe2314 The Strand, Galveston",86
6,6,Viet Cajun,"8910 Seawall Blvd Ste E Galveston, TX 77554","{'latitude': 29.25173, 'longitude': -94.85317}","Viet Cajun8910 Seawall Blvd Ste E Galveston, TX 77554","Yamato2104 61st Street, Galveston",86
7,7,Sugar Bean Coffee and Cream,"11 Evia Main Ste 101 Galveston, TX 77554","{'latitude': 29.2613716, 'longitude': -94.870235}","Sugar Bean Coffee and Cream11 Evia Main Ste 101 Galveston, TX 77554","The Spot3204 Seawall Boulevard, Galveston",86
8,8,Soul 2 Soul Cafe,"5300 Broadway Ave J Galveston, TX 77551","{'latitude': 29.290994381217008, 'longitude': -94.82633813800247}","Soul 2 Soul Cafe5300 Broadway Ave J Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
9,9,Yamato Japanese Restaurant,"2104 61st St Galveston, TX 77551","{'latitude': 29.2779048, 'longitude': -94.8321044}","Yamato Japanese Restaurant2104 61st St Galveston, TX 77551","Shrimp N Stuff3901 Avenue O, Galveston",86
10,10,Number 13,"7809 Broadway St Galveston, TX 77554","{'latitude': 29.28501, 'longitude': -94.85752}","Number 137809 Broadway St Galveston, TX 77554","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
11,11,Rita's Italian Ice,"6026 Seawall Blvd Ste E Galveston, TX 77551","{'latitude': 29.26708, 'longitude': -94.82605}","Rita's Italian Ice6026 Seawall Blvd Ste E Galveston, TX 77551","Shrimp N Stuff3901 Avenue O, Galveston",86
12,12,Salsas Mexican Restaurant,"4604 Seawall Blvd Galveston, TX 77551","{'latitude': 29.27548, 'longitude': -94.811806}","Salsas Mexican Restaurant4604 Seawall Blvd Galveston, TX 77551","The Spot3204 Seawall Boulevard, Galveston",86
13,13,Papa's Pizza,"4400 Seawall Blvd Galveston, TX 77550","{'latitude': 29.2765, 'longitude': -94.80952}","Papa's Pizza4400 Seawall Blvd Galveston, TX 77550","Papa Johns Pizza6600 Seawall Blvd Galveston, TX 77551",90
14,14,Pho Tai,"3728 Broadway Galveston, TX 77550","{'latitude': 29.29598, 'longitude': -94.80908}","Pho Tai3728 Broadway Galveston, TX 77550","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
15,15,Sapori Ristorante,"7611 Stewart Rd Galveston, TX 77551","{'latitude': 29.25922, 'longitude': -94.84119}","Sapori Ristorante7611 Stewart Rd Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
16,16,Yanni’s Gyros And Kebabs,"8027 Harborside Dr Galveston, TX 77554","{'latitude': 29.28896, 'longitude': -94.8627}","Yanni’s Gyros And Kebabs8027 Harborside Dr Galveston, TX 77554","The Spot3204 Seawall Boulevard, Galveston",86
17,17,Grotto Ristorante,"5222 Seawall Blvd Galveston, TX 77551","{'latitude': 29.272606, 'longitude': -94.818427}","Grotto Ristorante5222 Seawall Blvd Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
18,18,Moody Gardens,"1 Hope Blvd Galveston, TX 77554","{'latitude': 29.275347609953, 'longitude': -94.851790279908}","Moody Gardens1 Hope Blvd Galveston, TX 77554","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
19,19,Leon's World's Finest BBQ,"5427 Broadway St Galveston, TX 77551","{'latitude': 29.29022044472176, 'longitude': -94.8283999}","Leon's World's Finest BBQ5427 Broadway St Galveston, TX 77551","Shrimp N Stuff3901 Avenue O, Galveston",86
20,20,Mario's Pizza,"13708 Termini-san Luis Pass Rd Galveston, TX 77554","{'latitude': 29.2082758, 'longitude': -94.9373606}","Mario's Pizza13708 Termini-san Luis Pass Rd Galveston, TX 77554","Mario's Pizza13708 Termini-San Luis Pass Road, Galveston",90
21,21,Magic Carpet Golf,"9030 Seawall Blvd Galveston, TX 77554","{'latitude': 29.2510547637939, 'longitude': -94.8545074462891}","Magic Carpet Golf9030 Seawall Blvd Galveston, TX 77554","Yamato2104 61st Street, Galveston",86
22,22,Landry's Prime Seafood & Steaks,"5310 Seawall Blvd Galveston, TX 77551","{'latitude': 29.270735202849, 'longitude': -94.8202316880881}","Landry's Prime Seafood & Steaks5310 Seawall Blvd Galveston, TX 77551","Landry's Prime Seafood & Steaks5310 Seawall Boulevard, Galveston",88
23,23,Seawall Coffee Company,"3802 Cove View Blvd Galveston, TX 77554","{'latitude': 29.244638725096042, 'longitude': -94.8678233612548}","Seawall Coffee Company3802 Cove View Blvd Galveston, TX 77554","Shrimp N Stuff3901 Avenue O, Galveston",86
24,24,Darlene's Shrimp Shack,"1727 61st St Galveston, TX 77551","{'latitude': 29.281213760376, 'longitude': -94.8343124389648}","Darlene's Shrimp Shack1727 61st St Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
25,25,Teaside Tapioca,"4702 Seawall Blvd Galveston, TX 77551","{'latitude': 29.2741856735096, 'longitude': -94.8132018030099}","Teaside Tapioca4702 Seawall Blvd Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
26,26,Nate's West End,"17515 Termini-San Luis Pass Rd Galveston, TX 77554","{'latitude': 29.175256729126, 'longitude': -94.9850769042969}","Nate's West End17515 Termini-San Luis Pass Rd Galveston, TX 77554","The Spot3204 Seawall Boulevard, Galveston",86
27,27,Cafe Canela Restaurant,"6105 Stewart Rd ste C Galveston, TX 77551","{'latitude': 29.2743245, 'longitude': -94.8309314}","Cafe Canela Restaurant6105 Stewart Rd ste C Galveston, TX 77551","The Spot3204 Seawall Boulevard, Galveston",86
28,28,Shearn's Seafood and Prime Steaks,"7 Hope Blvd Galveston, TX 77554","{'latitude': 29.270826769182, 'longitude': -94.8504638671875}","Shearn's Seafood and Prime Steaks7 Hope Blvd Galveston, TX 77554","Shearn's Seafood and Prime Steaks7 Hope Boulevard, Galveston",87
29,29,Los Patrones,"4901 Broadway Ave Ste J Galveston, TX 77551","{'latitude': 29.29188137221802, 'longitude': -94.82201358220902}","Los Patrones4901 Broadway Ave Ste J Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
30,30,The Steakhouse,"5222 Seawall Blvd Galveston, TX 77551","{'latitude': 29.272365, 'longitude': -94.818467}","The Steakhouse5222 Seawall Blvd Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
31,31,Lil' Buffalo Grille,"13 Evia Main Galveston, TX 77554","{'latitude': 29.261107475744403, 'longitude': -94.87064057468163}","Lil' Buffalo Grille13 Evia Main Galveston, TX 77554","Yamato2104 61st Street, Galveston",86
32,32,Mi Abuelitas,"1728 45th St Galveston, TX 77550","{'latitude': 29.2866268157959, 'longitude': -94.8146667480469}","Mi Abuelitas1728 45th St Galveston, TX 77550","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
33,33,Mario's Ristorante,"2202 61st St Galveston, TX 77551","{'latitude': 29.27708, 'longitude': -94.8315}","Mario's Ristorante2202 61st St Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
34,34,Waterman's Restaurant,"14302 Stewart Rd Galveston, TX 77554","{'latitude': 29.2073822021484, 'longitude': -94.9492416381836}","Waterman's Restaurant14302 Stewart Rd Galveston, TX 77554","Waterman's Restaurant14302 Stewart Road, Galveston",90
35,35,Galveston Island State Park,"14901 Fm 3005 Galveston, TX 77554","{'latitude': 29.1940825995389, 'longitude': -94.9545979499817}","Galveston Island State Park14901 Fm 3005 Galveston, TX 77554","Shrimp N Stuff3901 Avenue O, Galveston",86
36,36,Tortuga Mexican Kitchen,"6010 Seawall Blvd Galveston, TX 77551","{'latitude': 29.2674884796143, 'longitude': -94.8255920410156}","Tortuga Mexican Kitchen6010 Seawall Blvd Galveston, TX 77551","Shrimp N Stuff3901 Avenue O, Galveston",86
37,37,Cooper’s Landing,"11150 FM-3005 Galveston, TX 77554","{'latitude': 29.24071, 'longitude': -94.87794}","Cooper’s Landing11150 FM-3005 Galveston, TX 77554","Russo's New York Pizzeria & Italian Kitchen - Galveston500 Seawall Boulevard #300, Galveston",86
38,38,Koop's BBQ Kitchen & Catering,"4501 Broadway Ave J Galveston, TX 77551","{'latitude': 29.293170891534057, 'longitude': -94.81733590364456}","Koop's BBQ Kitchen & Catering4501 Broadway Ave J Galveston, TX 77551","The Spot3204 Seawall Boulevard, Galveston",86
39,39,Gino's Italian Restaurant,"6124 Stewart Rd Galveston, TX 77551","{'latitude': 29.2730365885301, 'longitude': -94.8306729052795}","Gino's Italian Restaurant6124 Stewart Rd Galveston, TX 77551","Shrimp N Stuff3901 Avenue O, Galveston",86
40,40,Mercadito Y Taqueria,"3802 Broadway Ave J Galveston, TX 77550","{'latitude': 29.29602, 'longitude': -94.80967}","Mercadito Y Taqueria3802 Broadway Ave J Galveston, TX 77550","Shrimp N Stuff3901 Avenue O, Galveston",86
41,41,Texas Pit Stop BBQ - Galveston,"6612 Seawall Blvd Galveston, TX 77551","{'latitude': 29.263709, 'longitude': -94.8317621}","Texas Pit Stop BBQ - Galveston6612 Seawall Blvd Galveston, TX 77551","The Spot3204 Seawall Boulevard, Galveston",86
42,42,Kritikos Grill,"4908 Seawall Blvd Galveston, TX 77551","{'latitude': 29.273495016114182, 'longitude': -94.81565133191256}","Kritikos Grill4908 Seawall Blvd Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
43,43,Rainforest Cafe,"5310 Seawall Blvd Galveston, TX 77551","{'latitude': 29.27075306734197, 'longitude': -94.820207208395}","Rainforest Cafe5310 Seawall Blvd Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
44,44,IHOP,"5224 Seawall Blvd Galveston, TX 77551","{'latitude': 29.27119, 'longitude': -94.81943}","IHOP5224 Seawall Blvd Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
45,45,Los Primos Cafe,"6701 Stewart Rd Ste 1 Galveston, TX 77551","{'latitude': 29.2727249, 'longitude': -94.837071}","Los Primos Cafe6701 Stewart Rd Ste 1 Galveston, TX 77551","Yaga's Cafe2314 The Strand, Galveston",86
46,46,Orange Leaf Frozen Yogurt,"6606 Seawall Blvd Galveston, TX 77551","{'latitude': 29.2637435, 'longitude': -94.8316986}","Orange Leaf Frozen Yogurt6606 Seawall Blvd Galveston, TX 77551","Orange Leaf Frozen Yogurt6606 Seawall Boulevard, Galveston",87
47,47,Pariah Coffee,"16708 Termini San Luis Pass Rd, Ste F Jamaica Beach, TX 77554","{'latitude': 29.181794, 'longitude': -94.975648}","Pariah Coffee16708 Termini San Luis Pass Rd, Ste F Jamaica Beach, TX 77554","Go Nuts and Beans102 20th Street ste c, Galveston",86
48,48,Blake's Bistro,"5222 Seawall Blvd Galveston, TX 77551","{'latitude': 29.27254011753384, 'longitude': -94.81829196302441}","Blake's Bistro5222 Seawall Blvd Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
49,49,Nopalera Grill,"5001 Broadway St Galveston, TX 77551","{'latitude': 29.29155, 'longitude': -94.82299}","Nopalera Grill5001 Broadway St Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
51,51,Diamond Beach Vacation Rentals,"10327 Termini San Luis Pass Rd Galveston, TX 77554","{'latitude': 29.24307, 'longitude': -94.86803}","Diamond Beach Vacation Rentals10327 Termini San Luis Pass Rd Galveston, TX 77554","Rainforest Cafe5310 Seawall Boulevard, Galveston",86
52,52,Waffle House - Galveston,"2825 1/2 61st St Galveston, TX 77551","{'latitude': 29.268310483487618, 'longitude': -94.82769747774324}","Waffle House - Galveston2825 1/2 61st St Galveston, TX 77551","Shrimp N Stuff3901 Avenue O, Galveston",86
53,53,Cordray Drug Store,"3827 Ave L Galveston, TX 77550","{'latitude': 29.293314, 'longitude': -94.8095633}","Cordray Drug Store3827 Ave L Galveston, TX 77550","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
54,54,Hummel's General Store & Deli,"13722 Termini San Luis Pass Rd Galveston, TX 77554","{'latitude': 29.20822, 'longitude': -94.9374899}","Hummel's General Store & Deli13722 Termini San Luis Pass Rd Galveston, TX 77554","Rainforest Cafe5310 Seawall Boulevard, Galveston",86
55,55,Golden Corral - Galveston,"6200 Seawall Blvd Galveston, TX 77551","{'latitude': 29.266223, 'longitude': -94.828269}","Golden Corral - Galveston6200 Seawall Blvd Galveston, TX 77551","The Spot3204 Seawall Boulevard, Galveston",86
56,56,Mel's Blueplate Express,"7428 Stewart Rd Galveston, TX 77551","{'latitude': 29.260756, 'longitude': -94.840035}","Mel's Blueplate Express7428 Stewart Rd Galveston, TX 77551","Shrimp N Stuff3901 Avenue O, Galveston",86
57,57,Los Lazos,"6316 Stewart Rd Galveston, TX 77551","{'latitude': 29.27466, 'longitude': -94.8339}","Los Lazos6316 Stewart Rd Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
58,58,Way West Grill & Pizzeria,"16708 Termini-San Luis Pass Rd Jamaica Beach, TX 77554","{'latitude': 29.1814914636468, 'longitude': -94.9759138061438}","Way West Grill & Pizzeria16708 Termini-San Luis Pass Rd Jamaica Beach, TX 77554","Beerfoot Beach Bar2816 Avenue R 1/2, Galveston",86
59,59,Galveston Pocket Park 2,"11745 FM 3005 Galveston, TX 77554","{'latitude': 29.22704, 'longitude': -94.89644}","Galveston Pocket Park 211745 FM 3005 Galveston, TX 77554","Yaga's Cafe2314 The Strand, Galveston",86
60,60,Sunny Beach,"11215 Bernice Dr Galveston, TX 77554","{'latitude': 29.2338480477905, 'longitude': -94.8823580235709}","Sunny Beach11215 Bernice Dr Galveston, TX 77554","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
61,61,Honduras Food,"3726 Broadway St Galveston, TX 77550","{'latitude': 29.2958377, 'longitude': -94.8090758}","Honduras Food3726 Broadway St Galveston, TX 77550","Russo's New York Pizzeria & Italian Kitchen - Galveston500 Seawall Boulevard #300, Galveston",86
62,62,Woody's Bar,"11149 Termini-San Luis Pass Rd Galveston, TX 77554","{'latitude': 29.238427, 'longitude': -94.876953}","Woody's Bar11149 Termini-San Luis Pass Rd Galveston, TX 77554","Woody's Bar11149 Termini-San Luis Pass Road, Galveston",90
63,63,Shrimp & Stuff Food Truck,"Jamaica Beach, TX 77554","{'latitude': 29.18254, 'longitude': -94.97353}","Shrimp & Stuff Food TruckJamaica Beach, TX 77554","Island Spot hookah Bar , Food & smoke shop (Halal)1017 61st Street, Galveston",86
64,64,Aquarium Pyramid,"1 Hope Blvd Galveston, TX 77554","{'latitude': 29.2723614780696, 'longitude': -94.8542004275391}","Aquarium Pyramid1 Hope Blvd Galveston, TX 77554","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
65,65,Ben & Jerry’s,"4408 Seawall Blvd Galveston, TX 77550","{'latitude': 29.2763179917141, 'longitude': -94.809796}","Ben & Jerry’s4408 Seawall Blvd Galveston, TX 77550","Yamato2104 61st Street, Galveston",86
66,66,Moody Gardens Golf Course,"1700 Sydnor Ln Galveston, TX 77554","{'latitude': 29.265189216157488, 'longitude': -94.86893274343505}","Moody Gardens Golf Course1700 Sydnor Ln Galveston, TX 77554","Shrimp N Stuff3901 Avenue O, Galveston",86
67,67,Rainforest Pyramid,"1 Hope Blvd Galveston, TX 77554","{'latitude': 29.2754847110984, 'longitude': -94.8526015753142}","Rainforest Pyramid1 Hope Blvd Galveston, TX 77554","Russo's New York Pizzeria & Italian Kitchen - Galveston500 Seawall Boulevard #300, Galveston",86
68,68,Tin Cup's Caddyshack,"9020 Stewart Rd Galveston, TX 77554","{'latitude': 29.25345, 'longitude': -94.85661}","Tin Cup's Caddyshack9020 Stewart Rd Galveston, TX 77554","Tin Cup's Caddy Shack9020 Stewart Road, Galveston",87
69,69,Happy Buddha,"2827 61st St Galveston, TX 77551","{'latitude': 29.26796, 'longitude': -94.82765}","Happy Buddha2827 61st St Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
70,70,El Nopalito's,"614 42nd St Galveston, TX 77550","{'latitude': 29.297445, 'longitude': -94.814607}","El Nopalito's614 42nd St Galveston, TX 77550","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
71,71,China Sea,"4402 Broadway St Galveston, TX 77550","{'latitude': 29.294062, 'longitude': -94.816411}","China Sea4402 Broadway St Galveston, TX 77550","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
72,72,Joe's Seafood,"3702 Broadway St Galveston, TX 77550","{'latitude': 29.2961483001709, 'longitude': -94.8084411621094}","Joe's Seafood3702 Broadway St Galveston, TX 77550","Russo's New York Pizzeria & Italian Kitchen - Galveston500 Seawall Boulevard #300, Galveston",86
73,73,Galveston Island Cigar Lounge,"1813 61st St Ste 104 Galveston, TX 77551","{'latitude': 29.280505, 'longitude': -94.833994}","Galveston Island Cigar Lounge1813 61st St Ste 104 Galveston, TX 77551","The Spot3204 Seawall Boulevard, Galveston",86
74,74,Taqueria El Jardin Tropical,"3801 Broadway St Galveston, TX 77550","{'latitude': 29.295215794451384, 'longitude': -94.80934127358438}","Taqueria El Jardin Tropical3801 Broadway St Galveston, TX 77550","The Spot3204 Seawall Boulevard, Galveston",86
75,75,Cafe in the Park,"7 Hope Blvd Galveston, TX 77554","{'latitude': 29.2730724079183, 'longitude': -94.8508969682617}","Cafe in the Park7 Hope Blvd Galveston, TX 77554","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
76,76,Whataburger,"6327 Stewart Rd Galveston, TX 77551","{'latitude': 29.27463420774535, 'longitude': -94.83211220666848}","Whataburger6327 Stewart Rd Galveston, TX 77551","Whataburger6327 Stewart Road, Galveston",88
77,77,H2O Pool + Bar,"5222 Seawall Blvd Inside the San Luis Resort Galveston, TX 77551","{'latitude': 29.2723853, 'longitude': -94.81741699999999}","H2O Pool + Bar5222 Seawall Blvd Inside the San Luis Resort Galveston, TX 77551","Rainforest Cafe5310 Seawall Boulevard, Galveston",86
78,78,The Hurricane Cowboy Shaved Ice Company,"9030 Seawall Blvd Galveston, TX 77554","{'latitude': 29.25105, 'longitude': -94.85451}","The Hurricane Cowboy Shaved Ice Company9030 Seawall Blvd Galveston, TX 77554","Rainforest Cafe5310 Seawall Boulevard, Galveston",86
79,79,El Rey Mexican Restaurant,"1519 39th St Galveston, TX 77550","{'latitude': 29.290184, 'longitude': -94.808862}","El Rey Mexican Restaurant1519 39th St Galveston, TX 77550","Shrimp N Stuff3901 Avenue O, Galveston",86
80,80,El Gusto Del Pueblo,"3714 Broadway St Galveston, TX 77550","{'latitude': 29.29607, 'longitude': -94.80873}","El Gusto Del Pueblo3714 Broadway St Galveston, TX 77550","Yamato2104 61st Street, Galveston",86
81,81,Beach Access Point 11,"12603 West Buena Vista Dr Galveston, TX 77554","{'latitude': 29.2188773679888, 'longitude': -94.9097950157301}","Beach Access Point 1112603 West Buena Vista Dr Galveston, TX 77554","The Spot3204 Seawall Boulevard, Galveston",86
82,82,Daiquiris To Go On Broadway,"4028 Broadway Ave J Galveston, TX 77550","{'latitude': 29.2946497, 'longitude': -94.8118193}","Daiquiris To Go On Broadway4028 Broadway Ave J Galveston, TX 77550","The Spot3204 Seawall Boulevard, Galveston",86
83,83,Texas Star Bakery,"5425 Broadway St Galveston, TX 77551","{'latitude': 29.2901668548584, 'longitude': -94.8282775878906}","Texas Star Bakery5425 Broadway St Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
84,84,Hooters,"6028 Heards Ln Galveston, TX 77551","{'latitude': 29.2797, 'longitude': -94.83244}","Hooters6028 Heards Ln Galveston, TX 77551","Hooters6028 Heards Lane, Galveston",87
85,85,SEA BEAN Coffee Cafe,"9001 Seawall Blvd Galveston, TX 77551","{'latitude': 29.2506218, 'longitude': -94.8532271}","SEA BEAN Coffee Cafe9001 Seawall Blvd Galveston, TX 77551","Shrimp N Stuff3901 Avenue O, Galveston",86
86,86,Galveston Go Karts and Fun Center,"9402 Seawall Blvd Galveston, TX 77554","{'latitude': 29.2511, 'longitude': -94.8598}","Galveston Go Karts and Fun Center9402 Seawall Blvd Galveston, TX 77554","The Spot3204 Seawall Boulevard, Galveston",86
87,87,Starbucks,"2808 61st St Galveston, TX 77551","{'latitude': 29.2708403, 'longitude': -94.82791271}","Starbucks2808 61st St Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
88,88,Terramar Beach,"Galveston, TX 77554","{'latitude': 29.2202445, 'longitude': -94.9643114}","Terramar BeachGalveston, TX 77554","Seahorse Grill3802 Cove View Blvd Ste C Galveston, TX 77554",86
89,89,Lupita,"2314 45th St Galveston, TX 77550","{'latitude': 29.28166052681139, 'longitude': -94.81301492883554}","Lupita2314 45th St Galveston, TX 77550","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
90,90,Galvostonite Bistro,"16708 Termini San Luis Pass Rd Ste E Jamaica Beach, TX 77554","{'latitude': 29.181971349288872, 'longitude': -94.97549695530286}","Galvostonite Bistro16708 Termini San Luis Pass Rd Ste E Jamaica Beach, TX 77554","Go Nuts and Beans102 20th Street ste c, Galveston",86
91,91,Pirates Beach,"Pirates Aly Galveston, TX 77554","{'latitude': 29.2035640434977, 'longitude': -94.9348632618785}","Pirates BeachPirates Aly Galveston, TX 77554","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
92,92,Venados Cantina,"16510 Termini San Luis Pass Rd Ste C Jamaica Beach, TX 77554","{'latitude': 29.184303500001374, 'longitude': -94.97112267055259}","Venados Cantina16510 Termini San Luis Pass Rd Ste C Jamaica Beach, TX 77554","Go Nuts and Beans102 20th Street ste c, Galveston",86
93,93,Taco Cabana,"2729 61st St. Galveston, TX 77551","{'latitude': 29.27079, 'longitude': -94.82903}","Taco Cabana2729 61st St. Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
94,94,Jimmy John's,"6302 Seawall Blvd Ste A Galveston, TX 77551","{'latitude': 29.2656203, 'longitude': -94.8286125}","Jimmy John's6302 Seawall Blvd Ste A Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
95,95,Old City Cemetery,"Broadway Between 40th and 43rd St Galveston, TX 77550","{'latitude': 29.2940186361201, 'longitude': -94.8130095005035}","Old City CemeteryBroadway Between 40th and 43rd St Galveston, TX 77550","The Spot3204 Seawall Boulevard, Galveston",86
96,96,Allens Kitchen And Grill,"3701 Winnie St Galveston, TX 77550","{'latitude': 29.2983699869308, 'longitude': -94.8091400787234}","Allens Kitchen And Grill3701 Winnie St Galveston, TX 77550","Shrimp N Stuff3901 Avenue O, Galveston",86
97,97,Wingstop,"6202 Broadway St Ste B Galveston, TX 77551","{'latitude': 29.2893436769425, 'longitude': -94.83961509914427}","Wingstop6202 Broadway St Ste B Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
98,98,Kettle House,"1410 Miramar Dr Galveston, TX 77554","{'latitude': 29.2035002, 'longitude': -94.946323}","Kettle House1410 Miramar Dr Galveston, TX 77554","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
99,99,Babes Beach,"6477 Seawall Blvd Galveston, TX 77551","{'latitude': 29.2645060135914, 'longitude': -94.8299088756065}","Babes Beach6477 Seawall Blvd Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
100,100,Papa Johns Pizza,"6600 Seawall Blvd Galveston, TX 77551","{'latitude': 29.2639199349962, 'longitude': -94.8317631143408}","Papa Johns Pizza6600 Seawall Blvd Galveston, TX 77551","Papa's Pizza4400 Seawall Blvd Galveston, TX 77550",90
101,101,Arney’s Bayside Grill,"17200 Termini-San Luis Pass Rd Galveston, TX 77554","{'latitude': 29.178744, 'longitude': -94.982415}","Arney’s Bayside Grill17200 Termini-San Luis Pass Rd Galveston, TX 77554","The Spot3204 Seawall Boulevard, Galveston",86
102,102,Jetty,"5002 Seawall Blvd Galveston, TX 77551","{'latitude': 29.27279, 'longitude': -94.81661}","Jetty5002 Seawall Blvd Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
103,103,Domino's Pizza,"2705 61st St Ste E Galveston, TX 77551","{'latitude': 29.27189, 'longitude': -94.829769}","Domino's Pizza2705 61st St Ste E Galveston, TX 77551","Domino's Pizza2705 61st Street Ste E, Galveston",87
104,104,Subway,"4908 Seawall Blvd Galveston, TX 77551","{'latitude': 29.2736229771926, 'longitude': -94.8154952089475}","Subway4908 Seawall Blvd Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
105,105,KFC,"2227 61st St Galveston, TX 77551","{'latitude': 29.2765291614314, 'longitude': -94.8320118132245}","KFC2227 61st St Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
106,106,Village of Tiki Island,"Galveston, TX 77554","{'latitude': 29.25296, 'longitude': -94.86929}","Village of Tiki IslandGalveston, TX 77554","StarbucksThe University of Texas Medical Branch at, 301 University Boulevard, Galveston",86
107,107,Jack in the Box,"2300 61st St Galveston, TX 77551","{'latitude': 29.2760699922856, 'longitude': -94.8318077623844}","Jack in the Box2300 61st St Galveston, TX 77551","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
108,108,Marble Slab Creamery,"2705 61st St Ste D Galveston, TX 77551","{'latitude': 29.271826, 'longitude': -94.829839}","Marble Slab Creamery2705 61st St Ste D Galveston, TX 77551","Shrimp N Stuff3901 Avenue O, Galveston",86
109,109,Sonic Drive-In,"6502 Seawall Blvd Galveston, TX 77551","{'latitude': 29.2643767, 'longitude': -94.8309176}","Sonic Drive-In6502 Seawall Blvd Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
110,110,Popeyes Louisiana Kitchen,"2904 61st St Galveston, TX 77551","{'latitude': 29.26788, 'longitude': -94.82646}","Popeyes Louisiana Kitchen2904 61st St Galveston, TX 77551","Shrimp N Stuff3901 Avenue O, Galveston",86
111,111,Bubba's at Tiki,"110 Gulf Fwy Tiki Island, TX 77554","{'latitude': 29.30352, 'longitude': -94.90013}","Bubba's at Tiki110 Gulf Fwy Tiki Island, TX 77554","Russo's New York Pizzeria & Italian Kitchen - Galveston500 Seawall Boulevard #300, Galveston",86
112,112,Subway,"16510 San Luis Pass Rd Ste B Galveston, TX 77554","{'latitude': 29.1844301337215, 'longitude': -94.9712316265384}","Subway16510 San Luis Pass Rd Ste B Galveston, TX 77554","Yamato2104 61st Street, Galveston",86
113,113,Peking Buffet,"6125 Central City Blvd Galveston, TX 77551","{'latitude': 29.26892, 'longitude': -94.82852}","Peking Buffet6125 Central City Blvd Galveston, TX 77551","Yamato2104 61st Street, Galveston",86
114,114,El Jefe Mexican Food,"3801 Broadway Ave J Unit -B Galveston, TX 77550","{'latitude': 29.2951775, 'longitude': -94.8093608}","El Jefe Mexican Food3801 Broadway Ave J Unit -B Galveston, TX 77550","The Spot3204 Seawall Boulevard, Galveston",86
115,115,Navarro Bakery,"3801 Broadway St Galveston, TX 77550","{'latitude': 29.29511, 'longitude': -94.8093899}","Navarro Bakery3801 Broadway St Galveston, TX 77550","Yamato2104 61st Street, Galveston",86
116,116,Buck's West,"16708 Termini San Luis Pass Rd Galveston, TX 77554","{'latitude': 29.181966, 'longitude': -94.975483}","Buck's West16708 Termini San Luis Pass Rd Galveston, TX 77554","Shrimp N Stuff3901 Avenue O, Galveston",86
