order,Name,Address,Coordinates,lats,longs,euc_diff
1221,J P Food Store,"1928 Broadway Avenue J, Galveston",POINT (-94.7882748 29.3014111),29.3014111,-94.7882748,0.04542185289417054
1222,1859 St. Joseph's Church,"2202 Avenue K, Galveston",POINT (-94.79073799999999 29.2996052),29.2996052,-94.79073799999999,0.04589063390854295
1223,1859 Ashton Villa,"2328 Broadway Avenue J, Galveston",POINT (-94.7928797 29.3001881),29.3001881,-94.7928797,0.04447343613763505
1224,Al's Authentic Paranormal Tours,"2315 Avenue H, Galveston",POINT (-94.7931377 29.3016154),29.3016154,-94.7931377,0.043062101788696704
1225,The Mansard House,"1101 23rd Street, Galveston",POINT (-94.7918694 29.29888529999999),29.29888529999999,-94.7918694,0.0460718873257293
1226,Virginia Point INN,"2327 Avenue K, Galveston",POINT (-94.7924084 29.298642),29.298642,-94.7924084,0.04608002471720824
1227,George Sealy Mansion,"2419 Sealy Avenue, Galveston",POINT (-94.7940064 29.299999),29.299999,-94.7940064,0.04421416525262569
1228,Galveston RV Rental,"2008 Avenue K, Galveston",POINT (-94.7886123 29.3001387),29.3001387,-94.7886123,0.0463751043935698
1229,1886 Victorian,"2002 Avenue K, Galveston",POINT (-94.78847209999999 29.3001899),29.3001899,-94.78847209999999,0.046396426906688916
1230,Coppersmith Inn B & B,"1914 Avenue M, Galveston",POINT (-94.7870645 29.2986478),29.2986478,-94.7870645,0.04842476747838279
1231,Merimax Building,"2206 Church Street, Galveston",POINT (-94.79235419999999 29.3041352),29.3041352,-94.79235419999999,0.04110934640152944
1232,Adams League Historic Inn,"2314 Avenue M, Galveston",POINT (-94.7916334 29.2974427),29.2974427,-94.7916334,0.0474880016408505
1233,Gal-Tex Hotel Corp,"2302 Postoffice St, Galveston",POINT (-94.79386769999999 29.3047077),29.3047077,-94.79386769999999,0.03994239722177545
1234,Maud Moller House,"812 19th Street, Galveston",POINT (-94.7877604 29.3030149),29.3030149,-94.7877604,0.04429252527895949
1235,Fleur de Lis Galveston Cottage LLC,"1314 24th Street Rear, Galveston",POINT (-94.79180410000001 29.2967162),29.2967162,-94.79180410000001,0.048088793836245036
1236,Vacation Rental Galveston,"1314 25th Street, Galveston",POINT (-94.7929126 29.2964031),29.2964031,-94.7929126,0.04795952651062059
1237,Saltgrass Steak House,"1502 Seawall Boulevard, Galveston",POINT (-94.7808646 29.296032),29.296032,-94.7808646,0.05387648627600195
1238,Denny's,"1410 Seawall Boulevard, Galveston",POINT (-94.78053469999999 29.2965829),29.2965829,-94.78053469999999,0.053601202857596106
1239,The Burger Den,"1410 Seawall Boulevard, Galveston",POINT (-94.7805175 29.2965973),29.2965973,-94.7805175,0.053598891122130246
1240,Longboard Pool Bar,"1702 Seawall Boulevard, Galveston",POINT (-94.78287290000002 29.2944602),29.2944602,-94.78287290000002,0.05414327462138309
1241,DoubleTree by Hilton Hotel Galveston Beach,"1702 Seawall Boulevard, Galveston",POINT (-94.7832585 29.2945621),29.2945621,-94.7832585,0.05385951571437769
1242,Galveston Flower Company,"1513 19th Street, Galveston",POINT (-94.78584579999999 29.2963194),29.2963194,-94.78584579999999,0.05105214434190297
1243,Backbay Emporium,"1513 19th Street, Galveston",POINT (-94.7858411 29.2962791),29.2962791,-94.7858411,0.051089700340734255
1244,Adventist School,"1628 Avenue M 1/2, Galveston",POINT (-94.7838299 29.2985509),29.2985509,-94.7838299,0.05015325846538934
1245,Galveston Seventh-day Adventist Church,"1628 Avenue M 1/2, Galveston",POINT (-94.7837419 29.29852679999999),29.29852679999999,-94.7837419,0.05022052460528345
1246,Galveston 7th Day Adventice,"1628 Avenue M, Galveston",POINT (-94.7840719 29.299426),29.299426,-94.7840719,0.0492842422721528
1247,Formidable Results,"1815 Ursuline Street, Galveston",POINT (-94.7852446 29.2967458),29.2967458,-94.7852446,0.05097460767087483
1248,Salty Dog Wash,"1902 Ursuline Street, Galveston",POINT (-94.78603849999999 29.296899),29.296899,-94.78603849999999,0.050451711944206445
1249,Ben Roeder Law,"1228 16th Street, Galveston",POINT (-94.78292230000001 29.2996799),29.2996799,-94.78292230000001,0.049699117690142035
1250,Bueso Elisa DDS,"1801 Broadway Avenue J, Galveston",POINT (-94.78632669999999 29.3012448),29.3012448,-94.78632669999999,0.046548829933307966
1251,Family & Implant Dentistry: Carroll Kim DDS,"1801 Broadway Avenue J, Galveston",POINT (-94.78632669999999 29.3012448),29.3012448,-94.78632669999999,0.046548829933307966
1252,Bradford Thomas C DDS,"1801 Broadway Avenue J, Galveston",POINT (-94.78632669999999 29.3012448),29.3012448,-94.78632669999999,0.046548829933307966
1253,Morgan Sonya DDS,"1801 Broadway Avenue J, Galveston",POINT (-94.78632669999999 29.3012448),29.3012448,-94.78632669999999,0.046548829933307966
1254,Watson Mary,"1801 Broadway Avenue J, Galveston",POINT (-94.7863325 29.3012088),29.3012088,-94.7863325,0.046576579882855795
1255,Moody Early Childhood Center,"1110 21st Street, Galveston",POINT (-94.78858679999999 29.299381),29.299381,-94.78858679999999,0.047056207865852205
1256,Mariner Inn,"1602 Seawall Boulevard, Galveston",POINT (-94.7818911 29.2952078),29.2952078,-94.7818911,0.054015612707924474
1257,Island Bicycle Company,"1808 Seawall Boulevard, Galveston",POINT (-94.7839954 29.29387849999999),29.29387849999999,-94.7839954,0.05408509558214581
1258,Joe Tramonte Realty Inc,"1802 Broadway Avenue J Unit 206, Galveston",POINT (-94.78662109999999 29.3018267),29.3018267,-94.78662109999999,0.04589870931087543
1259,Today's Dentistry Galveston,"1801 Broadway Avenue J, Galveston",POINT (-94.7863672 29.3012188),29.3012188,-94.7863672,0.046550023354259146
1260,Austin Middle School,"1514 Ursuline Street, Galveston",POINT (-94.7818738 29.2978521),29.2978521,-94.7818738,0.05180165326144109
1261,Alliance Emergency Dental Services,"1801 Broadway Avenue J, Galveston",POINT (-94.78632669999999 29.3012448),29.3012448,-94.78632669999999,0.046548829933307966
1262,The Blue Eyed Yorkie,"1724 Ursuline Street, Galveston",POINT (-94.78452949999999 29.2974435),29.2974435,-94.78452949999999,0.05073240790377338
1263,Your Majesty Bulldogs,"1724 Ursuline Street, Galveston",POINT (-94.784489 29.297445),29.297445,-94.784489,0.05075187675167819
1264,Vom Cronje Haus German Shepherds,"1724 Ursuline Street, Galveston",POINT (-94.7844887 29.2974447),29.2974447,-94.7844887,0.05075228814613142
1265,D'Ambra Meat Market & Grocery,"1728 Ursuline Street, Galveston",POINT (-94.78461949999999 29.297333),29.297333,-94.78461949999999,0.050781388904094116
1266,JerSea Glass Treasures,"Ursuline Street, Galveston",POINT (-94.78469659999999 29.297116),29.297116,-94.78469659999999,0.050929043953149386
1267,Flip Flop Flamingo,"1213 18th Street, Galveston",POINT (-94.7856042 29.2991976),29.2991976,-94.7856042,0.048675415126198406
1268,Sunset Escapes- Cozy Beach Cottage,"1209 17th Street, Galveston",POINT (-94.7845765 29.2996944),29.2996944,-94.7845765,0.04878781865600981
1269,Coastal Living Properties Galveston - Chase Boeker,"1721 Avenue L, Galveston",POINT (-94.78524949999999 29.2996119),29.2996119,-94.78524949999999,0.04850376516357238
1270,The Contessa,"1514 18th Street, Galveston",POINT (-94.7843498 29.2966617),29.2966617,-94.7843498,0.051496495839801454
1271,Cozy Beach Bungalow,"1427 16th Street, Galveston",POINT (-94.78269089999999 29.2978076),29.2978076,-94.78269089999999,0.0513917930910077
1272,Galveston Speakeasy Cottage,"1212 19th Street, Galveston",POINT (-94.7864499 29.2991296),29.2991296,-94.7864499,0.04830702167089073
1273,Clean fpv qauds,"1706 Avenue L Apt.19, Galveston",POINT (-94.78485979999999 29.3001939),29.3001939,-94.78485979999999,0.04821415093762334
1274,Gregory's Clock & Watch Repair,"1806 Avenue L, Galveston",POINT (-94.78600349999999 29.29980639999999),29.29980639999999,-94.78600349999999,0.047948041502290914
1275,George Swim Lessons,"1715 Avenue North 1/2, Galveston",POINT (-94.7838922 29.2962559),29.2962559,-94.7838922,0.0520788571231751
1276,Galveston Ghost Hunt,"1522 Seawall Boulevard, Galveston",POINT (-94.78135759999999 29.29578679999999),29.29578679999999,-94.78135759999999,0.0538126672341046
1277,Up the creek,"1910 Ursuline Street, Galveston",POINT (-94.7863795 29.296837),29.296837,-94.7863795,0.050341559117009764
1278,Ocean’s 16Eleven,"1611 16th Street, Galveston",POINT (-94.782303 29.29642539999999),29.29642539999999,-94.782303,0.05276558773587137
1279,Inn Seaclusion,"1715 19th Street #9, Galveston",POINT (-94.7853208 29.294499),29.294499,-94.7853208,0.052901259195212554
1280,Condo Di Cocco,"6426-0000-0001, 1628 Seawall Boulevard #000, Galveston",POINT (-94.7824886 29.2948719),29.2948719,-94.7824886,0.05398818210221083
1281,"Casita Azul - Pup Friendly Carriage House 2 Blocks from Seawall, Gulf and Beach!","1908 Avenue O 1/2, Galveston",POINT (-94.7853957 29.2942801),29.2942801,-94.7853957,0.053058340457870334
1282,The Coral House,"1610 21st Street, Galveston",POINT (-94.7875323 29.2950657),29.2950657,-94.7875323,0.05137701648896083
1283,Galveston Seawall House,"1802 Seawall Boulevard, Galveston",POINT (-94.78375469999999 29.2937879),29.2937879,-94.78375469999999,0.05428233258596797
1284,Sunset Seawall,"1828 Bernardo De Galvez Avenue, Galveston",POINT (-94.78455 29.293575),29.293575,-94.78455,0.05408135923182202
1285,Fish Tales,"2502 Seawall Boulevard, Galveston",POINT (-94.79085909999999 29.2882774),29.2882774,-94.79085909999999,0.056282032706896135
1286,Galvez Bar & Grill,"2024 Seawall Boulevard, Galveston",POINT (-94.7863059 29.2928214),29.2928214,-94.7863059,0.0539329354633148
1287,Wendy's,"2328 Seawall Boulevard, Galveston",POINT (-94.7894355 29.2895388),29.2895388,-94.7894355,0.055625559178733346
1288,Fish Company Taco,"1914 23rd Street, Galveston",POINT (-94.78890249999999 29.2918404),29.2918404,-94.78890249999999,0.05371497246927305
1289,Monarch Restaurant,"2024 Seawall Boulevard, Galveston",POINT (-94.7863581 29.29258930000001),29.29258930000001,-94.7863581,0.05411711666905958
1290,Chick-fil-A,"2501 Seawall Boulevard, Galveston",POINT (-94.790329 29.288736),29.288736,-94.790329,0.05604129542899504
1291,Bubba Gump Shrimp Co.,"2501 Seawall Boulevard, Galveston",POINT (-94.790157 29.28785),29.28785,-94.790157,0.056929997444036234
1292,Gizmo Bar,"2102 26th Street, Galveston",POINT (-94.79200399999999 29.289397),29.289397,-94.79200399999999,0.05483731956512189
1293,Robert's Lafitte,"2501 Avenue Q, Galveston",POINT (-94.7911531 29.2896039),29.2896039,-94.7911531,0.054936703595943985
1294,Crystal's Gizmo Lounge,"2102 26th Street, Galveston",POINT (-94.7919842 29.2894127),29.2894127,-94.7919842,0.05482923022944559
1295,Clarion Pointe,"2300 Seawall Boulevard, Galveston",POINT (-94.7890809 29.2899644),29.2899644,-94.7890809,0.055368245934201074
1296,Grand Galvez,"2024 Seawall Boulevard, Galveston",POINT (-94.7860458 29.2927022),29.2927022,-94.7860458,0.05415650106163451
1297,The Meridian,"2228 Seawall Boulevard, Galveston",POINT (-94.78842069999999 29.2910329),29.2910329,-94.78842069999999,0.054648204595704936
1298,Avenue O Bed and Breakfast,"2323 Avenue O, Galveston",POINT (-94.79058970000001 29.2934753),29.2934753,-94.79058970000001,0.05154701619813436
1299,Physical Therapy Services,"1810 23rd Street, Galveston",POINT (-94.7893476 29.2927938),29.2927938,-94.7893476,0.05266306729774468
1300,Family & Cosmetic Dentistry,"1515 23rd Street, Galveston",POINT (-94.7905165 29.2948952),29.2948952,-94.7905165,0.050269563854549844
1301,Heffernan Insurance Inc,"1703 23rd Street, Galveston",POINT (-94.7899099 29.2935735),29.2935735,-94.7899099,0.051723502495340204
1302,Rehab Care Group,"2228 Seawall Boulevard, Galveston",POINT (-94.7880522 29.2910737),29.2910737,-94.7880522,0.054761016424398984
1303,"Gary S. Bucholz, DPM","1617 23rd Street, Galveston",POINT (-94.7901826 29.2943324),29.2943324,-94.7901826,0.050918812265322216
1304,Sunshine Center Inc,"1726 21st Street, Galveston",POINT (-94.78705540000001 29.2939674),29.2939674,-94.78705540000001,0.05257267271452656
1305,Galveston Bay Properties,"1717 23rd Street, Galveston",POINT (-94.78983269999999 29.2931833),29.2931833,-94.78983269999999,0.052112225837296584
1306,El Mina Shrine Center,"1616 23rd Street, Galveston",POINT (-94.78967689999999 29.2943503),29.2943503,-94.78967689999999,0.051106504532473056
1307,Endoscopic Foot Specialists,"1617 23rd Street, Galveston",POINT (-94.7901826 29.2943324),29.2943324,-94.7901826,0.050918812265322216
1308,Parker Robert O DDS,"1508 23rd Street, Galveston",POINT (-94.78999499999999 29.29541),29.29541,-94.78999499999999,0.05000939388824328
1309,Ira Levin Insurance,"1715 23rd Street, Galveston",POINT (-94.7898367 29.2932448),29.2932448,-94.7898367,0.05205419357143274
1310,Morales Fence Co,"2118 Avenue O, Galveston",POINT (-94.7883428 29.2944952),29.2944952,-94.7883428,0.05153400115934611
1311,CC & EE LLC,"1621 23rd Street, Galveston",POINT (-94.79009649999999 29.29414199999999),29.29414199999999,-94.79009649999999,0.05112775472332647
1312,Galveston BJJ,"1719 23rd Street, Galveston",POINT (-94.78981279999999 29.2931756),29.2931756,-94.78981279999999,0.0521271936882086
1313,Stevens Claude,"1810 23rd Street, Galveston",POINT (-94.78919770000002 29.2927715),29.2927715,-94.78919770000002,0.05274389448623076
1314,Midani & Associates: Cole Tobias A,"1707 23rd Street, Galveston",POINT (-94.7898558 29.2934198),29.2934198,-94.7898558,0.051886032971360144
1315,"Absolute Kheir Services, Inc","1701 23rd Street, Galveston",POINT (-94.78992869999999 29.2937083),29.2937083,-94.78992869999999,0.051592384406446014
1316,JanMar Agency,"1625 23rd Street, Galveston",POINT (-94.7901021 29.2939751),29.2939751,-94.7901021,0.05127858076129841
1317,Randall Systems Inc,"1623 23rd Street, Galveston",POINT (-94.7900815 29.29408129999999),29.29408129999999,-94.7900815,0.05118939549628653
1318,Med-Actil LLC,"1623 23rd Street, Galveston",POINT (-94.7900815 29.29408129999999),29.29408129999999,-94.7900815,0.05118939549628653
1319,The Guitar Lounge,"2527 Bernardo De Galvez Avenue, Galveston",POINT (-94.7925472 29.2910362),29.2910362,-94.7925472,0.053110988455838
1320,The American Legion Post 20,"1503 23rd Street, Galveston",POINT (-94.79074089999999 29.2951822),29.2951822,-94.79074089999999,0.0499170640002924
1321,"Green Light Multimedia, Inc.","2023 Avenue O 1/2, Galveston",POINT (-94.7868735 29.2934774),29.2934774,-94.7868735,0.05309238077180684
1322,Hair by Laura Nicole,"2304 Ursuline Street, Galveston",POINT (-94.79088499999999 29.295627),29.295627,-94.79088499999999,0.049451589050617625
1323,Galveston Area Ambulance Authority,"2602 Avenue Q, Galveston",POINT (-94.79246309999999 29.2896039),29.2896039,-94.79246309999999,0.05448879112680954
1324,Galveston Hotel & Lodging Association,"2024 Seawall Boulevard, Galveston",POINT (-94.78607219999999 29.2927253),29.2927253,-94.78607219999999,0.05412396672473144
1325,Crystal Beach HVAC,"2110 26th Street, Galveston",POINT (-94.79191100000001 29.2891785),29.2891785,-94.79191100000001,0.055074389425561754
1326,Dippin Dots,"2200-2298 25th Street, Galveston",POINT (-94.7903611 29.2887456),29.2887456,-94.7903611,0.05602078352082477
1327,Mermaid Souvenir Pier,"2215 Seawall Boulevard, Galveston",POINT (-94.78790939999999 29.29002969999999),29.29002969999999,-94.78790939999999,0.055772511430379056
1328,Texas Land Title Surveyors,"1801 Moody Avenue, Galveston",POINT (-94.7874145 29.2934989),29.2934989,-94.7874145,0.05283435816632205
1329,The Villa Bed and Breakfast,"1723 Rosenberg Street, Galveston",POINT (-94.7922346 29.292475),29.292475,-94.7922346,0.051868665554952426
1330,Murdochs,"2215 Seawall Boulevard, Galveston",POINT (-94.7875363 29.2899263),29.2899263,-94.7875363,0.056019062346352864
1331,Economy Liquor,"1911 23rd Street, Galveston",POINT (-94.789362 29.2917179),29.2917179,-94.789362,0.05364429202236483
1332,"Action Personnel, Inc.","1601 23rd Street Rear, Galveston",POINT (-94.78984059999999 29.2931823),29.2931823,-94.78984059999999,0.05211000885814708
1333,1880 Garten Verein,"2704 Avenue O, Galveston",POINT (-94.7951569 29.2928902),29.2928902,-94.7951569,0.05051652159219243
1334,Theron Pfeifer,"1423 25th Street, Galveston",POINT (-94.79314350000001 29.2950853),29.2950853,-94.79314350000001,0.04910557357228621
1335,Coastal Community Church,"1309 23rd Street, Galveston",POINT (-94.7912782 29.29688120000001),29.29688120000001,-94.7912782,0.04814454963381691
1336,Beach Break,"2402 Avenue Q, Galveston",POINT (-94.7897734 29.2892923),29.2892923,-94.7897734,0.05572710264370588
1337,Texas First Bank ATM,"2501 Seawall Boulevard, Galveston",POINT (-94.7902697 29.2879022),29.2879022,-94.7902697,0.05684101326885671
1338,Holy Family Catholic School,"2601 Ursuline Street, Galveston",POINT (-94.793756 29.294033),29.294033,-94.793756,0.04988209929658559
1339,Rosenberg Motel,"2027 25th Street, Galveston",POINT (-94.79137659999999 29.2900003),29.2900003,-94.79137659999999,0.05448701224532061
1340,Jon G Carman DDS,"1515 23rd Street, Galveston",POINT (-94.790397 29.2949856),29.2949856,-94.790397,0.05023437764212485
1341,"Sigma Health Care, Inc.","1609 23rd Street Rear, Galveston",POINT (-94.79023819999999 29.2944678),29.2944678,-94.79023819999999,0.05077247386611623
1342,Galveston Duck Tours,"2415 Seawall Boulevard, Galveston",POINT (-94.790092 29.28842329999999),29.28842329999999,-94.790092,0.05641847772661638
1343,Galveston Seawall,Galveston,POINT (-94.78954089999999 29.2887675),29.2887675,-94.78954089999999,0.056300737455985496
1344,The Firefly Inn,"2401 Avenue O 1/2, Galveston",POINT (-94.7908405 29.29250440000001),29.29250440000001,-94.7908405,0.05234901248317116
1345,Hotel Tawanda,"1712 24th Street Rear, Galveston",POINT (-94.79071069999999 29.2932893),29.2932893,-94.79071069999999,0.05167211072945383
1346,Premier Island Escape!,"1924 24th Street Rear, Galveston",POINT (-94.7900604 29.2912314),29.2912314,-94.7900604,0.05382242998173392
1347,Original Island Escape!,"1920 24th Street, Galveston",POINT (-94.7900495 29.2912302),29.2912302,-94.7900495,0.05382768329902996
1348,Ultra Island Escape,"2328 Avenue P 1/2, Galveston",POINT (-94.7900148 29.2912073),29.2912073,-94.7900148,0.05386206189890183
1349,Salty Beach Bed & Breakfast,"2520 Avenue P 1/2, Galveston",POINT (-94.7921703 29.29071729999999),29.29071729999999,-94.7921703,0.05353916318793279
1350,25 Inn,"2108 25th Street, Galveston",POINT (-94.7906829 29.2896182),29.2896182,-94.7906829,0.05509083955145797
1351,B&R,"2112 25th Street, Galveston",POINT (-94.7906194 29.2895461),29.2895461,-94.7906194,0.055180975300994806
1352,Galveston Destinations Resort,"2002 27th Street, Galveston",POINT (-94.7932901 29.2898241),29.2898241,-94.7932901,0.05401167181077611
1353,Chelsea Cottage At Pleasure Pier,"2608 Avenue Q 1/2, Galveston",POINT (-94.79229640000001 29.2887406),29.2887406,-94.79229640000001,0.055358713711510826
1354,La Michoacana Meat Market,"3301 Broadway Avenue J, Galveston",POINT (-94.8035795 29.2965863),29.2965863,-94.8035795,0.04496723924543886
1355,Snow Flake Donuts,"3011 Broadway Avenue J, Galveston",POINT (-94.8004139 29.2974861),29.2974861,-94.8004139,0.044686026929017936
1356,Balance Bean Coffee and Business Bar,"3225 Avenue L, Galveston",POINT (-94.8025656 29.29511029999999),29.29511029999999,-94.8025656,0.04658839424877273
1357,Leo's Cajun Corner,"3201 Broadway Avenue J, Galveston",POINT (-94.80271850000001 29.2968963),29.2968963,-94.80271850000001,0.04480276263957976
1358,Henry's Mexican Restaurant,"2823 Broadway Avenue J, Galveston",POINT (-94.7984453 29.2981148),29.2981148,-94.7984453,0.04456623601444024
1359,KFC,"2801 Broadway Avenue J, Galveston",POINT (-94.7980049 29.2981661),29.2981661,-94.7980049,0.04463827605895314
1360,Popeyes Louisiana Kitchen,"3027 Broadway Avenue J, Galveston",POINT (-94.8007777 29.297469),29.297469,-94.8007777,0.04462188386493287
1361,Aceituno’s,"2709 Broadway Avenue J, Galveston",POINT (-94.7969614 29.298305),29.298305,-94.7969614,0.044809482064000615
1362,Taqueria Flores,"3202 Broadway Avenue J #4228, Galveston",POINT (-94.80262719999999 29.297634),29.297634,-94.80262719999999,0.04409274817721695
1363,NAPA Auto Parts - Republic Parts Co,"3101 Broadway Avenue J, Galveston",POINT (-94.8013802 29.2972647),29.2972647,-94.8013802,0.04469425510435868
1364,Holy Rosary Catholic Church,"1420 31st Street, Galveston",POINT (-94.799496 29.29351329999999),29.29351329999999,-94.799496,0.048763485218987546
1365,"Carquest Auto Parts - ENGLISH COLOR AND SUPPLY, LLC","2826 Broadway Avenue J, Galveston",POINT (-94.7986689 29.29879409999999),29.29879409999999,-94.7986689,0.04385177677859205
1366,Shiloh AME Church,"1310 29th Street, Galveston",POINT (-94.7977236 29.2953464),29.2953464,-94.7977236,0.04742666284446515
1367,Live Oak Baptist Church,"1020 32nd Street, Galveston",POINT (-94.8017996 29.2967427),29.2967427,-94.8017996,0.045122477632117554
1368,Avenue L Baptist Church,"2612 Avenue L, Galveston",POINT (-94.79549039999999 29.29729),29.29729,-94.79549039999999,0.04623485339401153
1369,Evco Partners LP,"2727 Broadway Avenue J, Galveston",POINT (-94.79751770000001 29.2983415),29.2983415,-94.79751770000001,0.044609443832562275
1370,Church For The Unchurched,"2915 Avenue M 1/2, Galveston",POINT (-94.7981866 29.294285),29.294285,-94.7981866,0.048329393713035636
1371,HF Quality Taxi & Airport Shuttle Service,"2906 Avenue M 1/2, Galveston",POINT (-94.7981325 29.2947784),29.2947784,-94.7981325,0.04786645031183398
1372,Lone Star Pianos,"2620 Avenue M, Galveston",POINT (-94.7953726 29.2964643),29.2964643,-94.7953726,0.04705428099521652
1373,Seasons Food Mart,"2701 Broadway Avenue J, Galveston",POINT (-94.79679949999999 29.2984014),29.2984014,-94.79679949999999,0.044766945330792396
1374,Shane McDermott Realty,"2627 Avenue K, Galveston",POINT (-94.7960949 29.2977935),29.2977935,-94.7960949,0.045564063912079365
1375,Kwik Kar @ Broadway,"3115 Broadway Avenue J, Galveston",POINT (-94.8018586 29.2970794),29.2970794,-94.8018586,0.044780722727831304
1376,Saracco Insurance Agency,"2702 Broadway Avenue J, Galveston",POINT (-94.79699099999999 29.2992096),29.2992096,-94.79699099999999,0.043938989302357886
1377,Mobilelink,"2621 Broadway Avenue J, Galveston",POINT (-94.7961916 29.2985669),29.2985669,-94.7961916,0.04480007634614167
1378,ZCD CONSTRUCTION,"3211 Avenue M, Galveston",POINT (-94.8017521 29.2941676),29.2941676,-94.8017521,0.04766038945481137
1379,Construction Services and Designs,"3216 Avenue L, Galveston",POINT (-94.8025087 29.29556709999999),29.29556709999999,-94.8025087,0.046148197715262844
1380,Mary Moody Northen Endowment,"2628 Broadway Avenue J, Galveston",POINT (-94.79654029999999 29.2992236),29.2992236,-94.79654029999999,0.04406652255789448
1381,Glenn Family Dental Clinic,"2601 Broadway Avenue J, Galveston",POINT (-94.7956038 29.2988271),29.2988271,-94.7956038,0.044746048631564575
1382,Cedars at Carver Park,"2915 Avenue H, Galveston",POINT (-94.8001929 29.2996942),29.2996942,-94.8001929,0.04259103466506513
1383,Mystic Krewe of Aquarius,"1517 31st Street, Galveston",POINT (-94.79965849999999 29.2925391),29.2925391,-94.79965849999999,0.049677205942969226
1384,George's Air Conditioning,"1515 31st Street, Galveston",POINT (-94.7998544 29.2925067),29.2925067,-94.7998544,0.049666404752594075
1385,Metro by T-Mobile,"2523 Broadway Avenue J, Galveston",POINT (-94.7949749 29.2988056),29.2988056,-94.7949749,0.0449797144729243
1386,Kermit Courville Stadium,"1429 27th Street, Galveston",POINT (-94.7960952 29.295101),29.295101,-94.7960952,0.0481256152269614
1387,"Sidney Tregré, REALTOR","2615 Broadway Avenue J, Galveston",POINT (-94.7959674 29.2986881),29.2986881,-94.7959674,0.04475762564378426
1388,Mainland Floral,"2710 Broadway Avenue J, Galveston",POINT (-94.79723279999999 29.2991095),29.2991095,-94.79723279999999,0.043960577883760836
1389,Cricket Wireless Authorized Retailer,"2621 Broadway Avenue J, Galveston",POINT (-94.7962878 29.2987177),29.2987177,-94.7962878,0.0446264548251694
1390,Malloy Funerals & Cremations,"3028 Broadway Avenue J, Galveston",POINT (-94.801046 29.2981623),29.2981623,-94.801046,0.04388688273641899
1391,Central Middle School,"3014 Sealy Avenue, Galveston",POINT (-94.8014288 29.2990855),29.2990855,-94.8014288,0.04290318832902953
1392,O'Reilly Auto Parts,"3008 Broadway Avenue J, Galveston",POINT (-94.80051230000001 29.2984207),29.2984207,-94.80051230000001,0.043753527815148144
1393,Isaac's film crew,"2907 Avenue L, Galveston",POINT (-94.79860939999999 29.2961117),29.2961117,-94.79860939999999,0.046455309508747676
1394,Sir Patrick Pictures,"2915 Avenue L, Galveston",POINT (-94.7988898 29.2960854),29.2960854,-94.7988898,0.046409699047815736
1395,Goliad School,Galveston,POINT (-94.7996402 29.2963481),29.2963481,-94.7996402,0.04597214802035139
1396,Philemon Ministries,"2905 Avenue M, Galveston",POINT (-94.79824599999999 29.2952161),29.2952161,-94.79824599999999,0.04741428829145596
1397,What A Seam Alterations,"3001 Avenue M, Galveston",POINT (-94.7991626 29.2950922),29.2950922,-94.7991626,0.04730567730243926
1398,Bible Days Revival Church,Galveston,POINT (-94.7984845 29.2974937),29.2974937,-94.7984845,0.04515397597059779
1399,West Point Baptist Church,"3003 Avenue M, Galveston",POINT (-94.7993029 29.2948955),29.2948955,-94.7993029,0.04746331305631479
1400,American Baptist General Convention of Texas,"3003 Avenue M, Galveston",POINT (-94.7993035 29.2948381),29.2948381,-94.7993035,0.047518948776005085
1401,Macedonia Missionary Baptist Church,"Avenue M 1/2, Galveston",POINT (-94.79849399999999 29.29474519999999),29.29474519999999,-94.79849399999999,0.04780634031020912
1402,Broadway Food Mart,"3001 Broadway Avenue J, Galveston",POINT (-94.8002447 29.2974982),29.2974982,-94.8002447,0.0447128024759786
1403,Spiritual True Church,Galveston,POINT (-94.79800139999999 29.294418),29.294418,-94.79800139999999,0.04824850847394214
1404,Delta Apartments,"3003 Broadway Avenue J, Galveston",POINT (-94.80029259999999 29.2974855),29.2974855,-94.80029259999999,0.04471418754929398
1405,Express Washateria,"3007 Broadway Avenue J, Galveston",POINT (-94.80034789999999 29.2974708),29.2974708,-94.80034789999999,0.044715891847310084
1406,Mt Moriah Baptist Church,"2728 Avenue K, Galveston",POINT (-94.79735679999999 29.2978339),29.2978339,-94.79735679999999,0.04514190109753296
1407,Jerry's Garage,"1105 31st Street, Galveston",POINT (-94.8010324 29.2963154),29.2963154,-94.8010324,0.0456948367647501
1408,evan's super market,"State Hwy, 87 28th Street, Galveston",POINT (-94.797761 29.2984719),29.2984719,-94.797761,0.04441423933098981
1409,Quigg Baulard Cottage,"2628 Broadway Avenue J, Galveston",POINT (-94.79656210000002 29.2992272),29.2992272,-94.79656210000002,0.04405619916065371
1410,Carr Mansion,"1103 33rd Street, Galveston",POINT (-94.8034299 29.2958158),29.2958158,-94.8034299,0.04575160254153347
1411,Bakery and Grocery Emmanuel,"2216 Avenue R, Galveston",POINT (-94.7939281 29.2871565),29.2871565,-94.7939281,0.056355304019433956
1412,The Spot,"3204 Seawall Boulevard, Galveston",POINT (-94.7980051 29.2836047),29.2836047,-94.7980051,0.058757953591872025
1413,BLVD Seafood,"2804 Avenue R 1/2, Galveston",POINT (-94.79396039999999 29.28655389999999),29.28655389999999,-94.79396039999999,0.05692208436962504
1414,Float Pool & Patio Bar,"2828 Seawall Boulevard, Galveston",POINT (-94.7944124 29.2859177),29.2859177,-94.7944124,0.05740264701750464
