,Name,Address,Coordinates,Lat,Long,fast_food,user_ratings_total,bakery,cafe,meal_delivery,meal_takeaway,restaurant,food,hours_open,weight
347,Hilo Siam Thai Restaurant,"70 Mamo St Hilo, HI 96720",POINT (-155.0855408 19.7230911),19.7230911,-155.0855408,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
348,Puna Chocolate Company,"277 Keawe St Hilo, HI 96720",POINT (-155.0862993 19.7235873),19.7235873,-155.0862993,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
349,White Guava Cafe,"54 E Puainako St Hilo, HI 96720",POINT (-155.0663731117025 19.69445111667885),19.69445111667885,-155.0663731117025,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
350,Coconut Grill,"136 Banyan Way Hilo Seaside Hotel Hilo, HI 96720",POINT (-155.0626542925066 19.7236209347337),19.723620934733695,-155.06265429250664,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
351,Cham Cham Korean BBQ,"421 Kalanikoa St Ste 102 Hilo, HI 96720",POINT (-155.06544 19.71672),19.71672,-155.06544,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
352,Carlsmith Beach Park,"1827 Kalanianaole Ave Hilo, HI 96720",POINT (-155.027970678621 19.7330791088927),19.7330791088927,-155.027970678621,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
353,Hawaii Tropical Bioreserve & Garden,"27-717 Old Mamalahoa Hwy Papaikou, HI 96781",POINT (-155.096228949054 19.8111211496674),19.8111211496674,-155.096228949054,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
354,Teapresso Bar - Hilo,"14 W Lanikaula St Ste 105 Hilo, HI 96720",POINT (-155.075617 19.707259),19.707259,-155.075617,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
355,Bangkok Villa Hilo,"59 Kalakaua St Hilo, HI 96720",POINT (-155.0871003 19.7253971),19.7253971,-155.0871003,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
356,Vegan Shop,"516 Kinoole St Hilo, HI 96720",POINT (-155.08585 19.71973),19.71973,-155.08585,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
357,H & K Lunch Shop,"14 W Lanikaula St Ste 102 Hilo, HI 96720",POINT (-155.075546264648 19.7070579528809),19.7070579528809,-155.075546264648,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
358,Van Vietnamese Cuisine,"419 Kilauea Ave Hilo, HI 96720",POINT (-155.0824403 19.72031224423605),19.720312244236048,-155.0824403,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
359,K's Drive-In,"194 Hualalai St Hilo, HI 96720",POINT (-155.083082346933 19.7168253816891),19.7168253816891,-155.083082346933,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
360,IHOP,"111 E Puainako St Prince Kuhio Plaza Prince Kuhio Plaza Hilo, HI 96720",POINT (-155.063849 19.695294),19.695294,-155.063849,1,0.9999999999999994,0,1,0,1,0,0,,11.952380952380953
361,Reuben's Mexican Food,"336 Kamehameha Ave Hilo, HI 96720",POINT (-155.084948 19.723556),19.723556,-155.084948,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
362,Sakura Sushi & Grill,"200 Kanoelehua Ave Hilo, HI 96720",POINT (-155.0645414443274 19.72082430989023),19.72082430989023,-155.06454144432738,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
363,Kozmic Cones,"317 Waianuenue Ave Hilo, HI 96720",POINT (-155.09058 19.72389),19.72389,-155.09058,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
364,Moms,"190 Keawe St Ste 10 Hilo, HI 96720",POINT (-155.087565 19.724564),19.724564,-155.087565,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
365,Restaurant Miwa,"1261 Kilauea Ave Ste 230 Hilo, HI 96720",POINT (-155.075502215939 19.7105421047085),19.7105421047085,-155.075502215939,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
366,Kelly Boy's,"175 Uhu St Hilo, HI 96720",POINT (-155.073334 19.711473),19.711473,-155.073334,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
367,Hula Hulas,"93 Banyan Dr Hilo, HI 96720",POINT (-155.064893 19.729616),19.729616,-155.064893,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
368,Aloydee's Thai Food,"330 Kamehameha Ave Hilo, HI 96720",POINT (-155.085052 19.723577),19.723577,-155.085052,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
369,Restaurant Osaka,"762 Kanoelehua Ave Hilo, HI 96720",POINT (-155.064529418945 19.7074432373047),19.7074432373047,-155.064529418945,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
370,Low International Food,"222 Kilauea Ave Hilo, HI 96720",POINT (-155.08519 19.72152),19.72152,-155.08519,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
371,Coconut Island,"77 Keliipio Pl Hilo, HI 96720",POINT (-155.068565 19.729465),19.729465,-155.068565,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
372,Lyman Museum,"276 Haili St Hilo, HI 96720",POINT (-155.0908298 19.7219974),19.7219974,-155.0908298,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
373,Verna's Drive In,"1765 Kamehameha Ave Hilo, HI 96720",POINT (-155.06388 19.72281),19.72281,-155.06388,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
374,So Juicy Hawaii - Hilo,"116 Kamehameha Ave Hilo, HI 96720",POINT (-155.0868 19.72609),19.72609,-155.0868,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
375,New Saigon Restaurant,"96 Kalanianaole Ave Hilo, HI 96720",POINT (-155.0621013117562 19.7232557404499),19.7232557404499,-155.06210131175618,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
376,Lani's Island Snack Shack,"681 Manono St Ste 107 Hilo, HI 96720",POINT (-155.069515295327 19.7125535200044),19.7125535200044,-155.069515295327,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
377,Asami's Kitchen,"308 Kilauea Ave Hilo, HI 96720",POINT (-155.084113 19.720944),19.720944,-155.084113,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
378,WSW Steakhouse,"71 Banyan Dr Hilo, HI 96720",POINT (-155.066684 19.728193),19.728193,-155.066684,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
379,Yen's Cafe,"235 Waianuenue Ave Hilo, HI 96720",POINT (-155.0896149 19.7245502),19.7245502,-155.0896149,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
380,Ohana Foods,"511 W Kawailani St Hilo, HI 96720",POINT (-155.082296 19.683428),19.683428,-155.082296,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
381,Sky Garden Restaurant,"600 Imiloa Pl Hilo, HI 96720",POINT (-155.0886933958699 19.70124354683118),19.701243546831176,-155.08869339586988,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
382,Akaka Falls State Park,"Akaka Falls Rd Honomu, HI 96728",POINT (-155.152272242078 19.8538409556301),19.8538409556301,-155.152272242078,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
383,What's Shakin',"27-999 Old Mamalahoa Hwy Pepeekeo, HI 96783",POINT (-155.095225 19.824328),19.824328,-155.095225,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
384,Pe'epe'e Falls & Boiling Pots,"Peepee Falls St Hilo, HI 96720",POINT (-155.1304287 19.713306),19.713306,-155.1304287,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
385,Tabaraka,"272 Waianuenue Ave Hilo, HI 96720",POINT (-155.0902291 19.7246596),19.7246596,-155.0902291,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
386,Pandamonia's Paleta Palace,"21 Banyan Dr Hilo, HI 96720",POINT (-155.0685994 19.724659),19.724659,-155.0685994,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
387,Koana,"18-1325 Old Volcano Road Mountain View, HI 96771",POINT (-155.107518 19.55076),19.55076,-155.107518,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
388,Daiichi Ramen,"111 E Puainako St Hilo, HI 96720",POINT (-155.063254 19.697288),19.697288,-155.063254,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
389,Happy Valley Seafood Restaurant,"1263 Kilauea Ave Ste 320 Hilo, HI 96720",POINT (-155.07600402832 19.710168838501),19.710168838501,-155.07600402832,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
390,Richardson Ocean Park,"2349 Kalanianaole Ave Hilo, HI 96720",POINT (-155.0133199 19.7347665),19.7347665,-155.0133199,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
391,Onekahakaha Beach Park,"74 Onekahakaha Rd Hilo, HI 96720",POINT (-155.039601 19.738193),19.738193,-155.039601,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
392,Zippy's Hilo,"111 E Puainako St Hilo, HI 96720",POINT (-155.06342 19.69719),19.69719,-155.06342,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
393,808 Sweet Shack,"315 E Kawili St Hilo, HI 96720",POINT (-155.0682212 19.7061614),19.7061614,-155.0682212,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
394,Kandi's Drive Inn,"56 W Kawailani St Hilo, HI 96720",POINT (-155.0693995 19.6847426),19.6847426,-155.0693995,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
395,Manono Mini Mart,"454 Manono St Hilo, HI 96720",POINT (-155.070449829102 19.7160148620605),19.7160148620605,-155.070449829102,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
396,Nector Cafe,"216 Kamehameha Ave Hilo, HI 96720",POINT (-155.086181 19.724783),19.724783,-155.086181,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
397,Kum Yo's Okazuya,"399 E Kawili St Hilo, HI 96720",POINT (-155.065475463867 19.7060317993164),19.7060317993164,-155.065475463867,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
398,Hale Hookah,"60 Waianuenue Ave Hilo, HI 96720",POINT (-155.0876187 19.7262907),19.7262907,-155.0876187,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
399,1 Plus 1 Cafe,"315 Makaala St Ste 110 Hilo, HI 96720",POINT (-155.063192 19.701475),19.701475,-155.063192,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
400,"Cupcakes, BOOM!","697 Manono St Ste 106 Hilo, HI 96720",POINT (-155.0699474474601 19.71274191174703),19.712741911747035,-155.06994744746007,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
401,Spoonful Cafe,"16-569 Old Volcano Rd Keaau, HI 96749",POINT (-155.0416667 19.6211111),19.6211111,-155.0416667,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
402,Maui Tacos,"111 E Puainako St Ste 605 Hilo, HI 96720",POINT (-155.063268 19.697899),19.697899,-155.063268,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
403,Poi Balls Hawaii,"619 Manono St Parking Lot Hilo, HI 96720",POINT (-155.069913922207 19.7137102365032),19.713710236503204,-155.06991392220704,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
404,Dimple Cheek Cafe & Local Market,"17-4003 Ahuahu Pl Mountain View, HI 96771",POINT (-155.081895031035 19.5691299680627),19.5691299680627,-155.081895031035,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
405,Amigos Taqueria,"250 Keawe St Hilo, HI 96720",POINT (-155.08686 19.72374),19.72374,-155.08686,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
406,Countryside Cafe,"16-586 Old Volcano Rd Keaau, HI 96749",POINT (-155.0409898 19.62184176162439),19.621841761624392,-155.0409898,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
407,Kaleo's Bar and Grill,"15-2969 Pahoa Village Rd Pahoa, HI 96778",POINT (-154.94452 19.49422),19.49422,-154.94452,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
408,Blane's Drive Inn,"150 Wiwoole St Hilo, HI 96720",POINT (-155.0651911037979 19.70166844122249),19.701668441222488,-155.0651911037979,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
409,Litchon Food Truck,"Honokaa, HI 96720",POINT (-155.084899775684 19.7234858629142),19.7234858629142,-155.084899775684,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
410,Papajacs,"116 Kamehameha Ave Hilo, HI 96720",POINT (-155.0868 19.72609),19.72609,-155.0868,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
411,Leung's Chop Suey House,"530 E Lanikaula St Hilo, HI 96720",POINT (-155.06453 19.70695),19.70695,-155.06453,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
412,Mister D's Grillwagon,"57 Mamo St Hilo, HI 96720",POINT (-155.085106031413 19.7230146156158),19.7230146156158,-155.085106031413,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
413,Sum Leung Chinese Kitchen,"50 E Puainako St Ste 106 Kta Puainako Shopping Ctr Hilo, HI 96720",POINT (-155.0667536910182 19.69359437966657),19.693594379666575,-155.06675369101822,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
414,Poly Feng Yuan,"81 W Kawailani St Hilo, HI 96720",POINT (-155.0699118823701 19.6838502201273),19.6838502201273,-155.06991188237015,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
415,Indo Grindz,"Hilo, HI 96720",POINT (-155.0863659539017 19.68857914146088),19.688579141460878,-155.08636595390172,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
416,Genki Sushi,"111 E Puainako St Hilo, HI 96720",POINT (-155.064209660761 19.6990954476535),19.6990954476535,-155.064209660761,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
417,Kula Bowls,"330 Kamehameha Ave Hilo, HI 96720",POINT (-155.08504 19.72358),19.72358,-155.08504,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
418,Pho 19,"750 Kinoole St Hilo Hi 96720 Hilo, HI 96720",POINT (-155.08419 19.71703),19.71703,-155.08419,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
419,Liquid Life,"697 Manono St Hilo, HI 96720",POINT (-155.069726 19.712759),19.712759,-155.069726,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
420,Kitchen Umeko,"14 W Lanikaula St Ste 104 Hilo, HI 96720",POINT (-155.07554 19.70705),19.70705,-155.07554,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
421,Seoul Station,"417 Kalanikoa St Hilo, HI 96720",POINT (-155.065511 19.71695),19.71695,-155.065511,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
422,Lemongrass Restaurant,"16-586 Old Volcano Rd Ste 103 Keaau, HI 96749",POINT (-155.0408159029428 19.62219722357633),19.62219722357633,-155.04081590294282,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
423,Saucy Mama's,"18-1325 Old Volcano Road Inside Garden Mountain View, HI 96771",POINT (-155.1075436547399 19.55094801086273),19.550948010862726,-155.10754365473986,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
424,Lee's Chop Suey,"53 W Lanikaula St Hilo, HI 96720",POINT (-155.07642 19.70605),19.70605,-155.07642,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
425,Taco Bell,"2100 Kanoelehua Ave Hilo, HI 96720",POINT (-155.067093 19.694708),19.694708,-155.067093,1,0.9999999999999994,0,1,0,1,0,0,,11.952380952380953
426,Jamba,"111 Puainako St Hilo (Big Island), HI 96720",POINT (-155.0616483615716 19.69861418418511),19.698614184185107,-155.06164836157163,1,0.9999999999999994,0,1,0,1,0,0,,11.952380952380953
427,Arirang Korean Kitchen,"811 Laukapu St Hilo, HI 96720",POINT (-155.0666225329041 19.70689421292553),19.706894212925533,-155.06662253290415,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
428,Thai Smile,"Hilo, HI 96720",POINT (-155.087936401367 19.7178401947021),19.7178401947021,-155.087936401367,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
429,Banyan Drive,"Banyan Dr Hilo, HI 96720",POINT (-155.066349 19.727928),19.727928,-155.066349,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
430,Pete's Belly Bustazs,"82 Puuhonu Pl Ste 104 Hilo, HI 96720",POINT (-155.09819 19.71708),19.71708,-155.09819,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
431,Alii Ice Company,"21 Banyan Dr Hilo, HI 96720",POINT (-155.068261 19.724964),19.724964,-155.068261,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
432,Hilo Coffee Mill,"17-995 Volcano Rd Mountain View, HI 96771",POINT (-155.088204 19.564602),19.564602,-155.088204,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
433,Hot Dog On a Stick,"111 E Puainako St Ste 428 Hilo, HI 96720",POINT (-155.063431 19.697136),19.697136,-155.063431,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
434,Onizuka Center,"177 Maka'ala St Maunakea Observatories Support Services Hilo, HI 96720",POINT (-155.21553 19.644528),19.644528,-155.21553,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
435,Starbucks,"438 Kilauea Ave Hilo, HI 96720",POINT (-155.08255414 19.71949403),19.71949403,-155.08255414,1,0.9999999999999994,0,1,0,1,0,0,,11.952380952380953
436,Mt View Bakery,"18-1319 Old Volcano Rd Mountain View, HI 96771",POINT (-155.10714 19.55118),19.55118,-155.10714,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
437,Pacific Tsunami Museum,"130 Kamehameha Ave Hilo, HI 96720",POINT (-155.0867 19.72592),19.72592,-155.0867,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
438,Pele's Kitchen,"15-2929 Pahoa Village Rd Pahoa, HI 96778",POINT (-154.945757860919 19.4939485181951),19.4939485181951,-154.945757860919,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
439,Pahoa Fresh Fish,"15-2670 Pahoa Village Rd Pahoa, HI 96778",POINT (-154.957336932421 19.5049859270427),19.5049859270427,-154.957336932421,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
440,Ocean Front Kitchen,"555 Kalanianaole Ave Ste A Hilo, HI 96720",POINT (-155.056191 19.726839),19.726839,-155.056191,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
