yelp_id,Name,image_url,business_status,url,display_phone,user_ratings_total,category,rating,photos,price_level,hours,Latitude,Longitude,hour_type,Address,google_id,business_hours_x,business_hours_text_x,business_hours_y,business_hours_text_y,business_hours,business_hours_text,Name + Address,second_best_match,second_best_score,geometry,hours_open
,Taqueria Sabrozona,,OPERATIONAL,,,20,restaurant,4.8,,,,29.3045567,-94.772948,,"601 Broadway Avenue J, Galveston",ChIJoc0nge-fP4YR0DajHzbPTp0,"[{'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0930'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0930'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0930'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0930'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0930'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 9:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: Closed']","[{'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0930'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0930'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0930'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0930'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0930'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 9:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: Closed']",,,"Taqueria Sabrozona601 Broadway Avenue J, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.772948 29.3045567),
,Taquilo's Tex-Mex,,OPERATIONAL,,,1427,restaurant,4.3,,2.0,,29.3049299,-94.791404,,"2101 Postoffice St, Galveston",ChIJzxG9QWqeP4YRJMhciMoLkX4,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']","[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']",,,"Taquilo's Tex-Mex2101 Postoffice St, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.791404 29.3049299),
,Target Grocery,,OPERATIONAL,,,16,grocery_or_supermarket,4.7,,,,29.2910348,-94.8404063,,"6128 Broadway Street, Galveston",ChIJ8_9uexedP4YRd1PYs4fIO-8,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200910:00\u202fPM']","[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200910:00\u202fPM']",,,"Target Grocery6128 Broadway Street, Galveston","Target6128 Broadway Street, Galveston",90,POINT (-94.8404063 29.2910348),
,Tasty Galvy Treats,,OPERATIONAL,,,5,bakery,3.4,,,,29.2613148,-94.8407933,,"6224 Central City Boulevard, Galveston",ChIJq0LBh6CdP4YR9sjVlP0ewuU,"[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '0800'}}]","['Monday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 8:00\u202fAM\u2009–\u200911:00\u202fPM']","[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '0800'}}]","['Monday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 8:00\u202fAM\u2009–\u200911:00\u202fPM']",,,"Tasty Galvy Treats6224 Central City Boulevard, Galveston","KFC2227 61st St Galveston, TX 77551",86,POINT (-94.8407933 29.2613148),
15xb0p2Mgz7AuSGlmQoVVw,Teaside Tapioca,https://s3-media4.fl.yelpcdn.com/bphoto/hF2I1T_scVyyoH4d8zXkxg/o.jpg,OPERATIONAL,https://www.yelp.com/biz/teaside-tapioca-galveston?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(409) 632-7344,64,restaurant,4.5,"['https://s3-media4.fl.yelpcdn.com/bphoto/hF2I1T_scVyyoH4d8zXkxg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/e0czzmqir1b0cQI6-XNK7A/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/2K-EST4dDkT79Y2keO-gWg/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '1930', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '1930', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '1930', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '1930', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '1930', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '1900', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",29.27418567,-94.8132018,REGULAR,"4702 Seawall Blvd Galveston, TX 77551",,,,,,,,"Teaside Tapioca4702 Seawall Blvd Galveston, TX 77551","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.8132018030099 29.2741856735096),
,Texas A&M University at Galveston,,OPERATIONAL,,,121,university,4.6,,,,29.3154967,-94.8182868,,"200 Seawolf Parkway, Galveston",ChIJpWF4AeKcP4YRr1_9-oDh0Ew,,,,,,,"Texas A&M University at Galveston200 Seawolf Parkway, Galveston","Pho Tai3728 Broadway Galveston, TX 77550",86,POINT (-94.8182868 29.3154967),
,Texas Pit Stop - Galveston,,OPERATIONAL,,,1386,restaurant,4.2,,2.0,,29.263657,-94.83227,,"6612 Seawall Boulevard, Galveston",ChIJC9EbZECcP4YRq33fZoTfuBg,"[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20098:00\u202fPM']","[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20098:00\u202fPM']",,,"Texas Pit Stop - Galveston6612 Seawall Boulevard, Galveston","Texas Pit Stop BBQ - Galveston6612 Seawall Blvd Galveston, TX 77551",86,POINT (-94.83227 29.263657),
nb0adA1eZpgUYuUTjA1-bQ,Texas Star Bakery,https://s3-media3.fl.yelpcdn.com/bphoto/N5jNmthuf8Ufn_nCk4Xyhw/o.jpg,OPERATIONAL,https://www.yelp.com/biz/texas-star-bakery-galveston?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(409) 744-5905,27,restaurant,3.5,"['https://s3-media3.fl.yelpcdn.com/bphoto/N5jNmthuf8Ufn_nCk4Xyhw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/iSEbGBCy8wxwhk66dFwKgQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/Z1u9L0w-OAywkvLomETy-A/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0730', 'end': '1800', 'day': 1}, {'is_overnight': False, 'start': '0730', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '0730', 'end': '1800', 'day': 3}, {'is_overnight': False, 'start': '0730', 'end': '1800', 'day': 4}, {'is_overnight': False, 'start': '0730', 'end': '1800', 'day': 5}, {'is_overnight': False, 'start': '0730', 'end': '1500', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",29.29016685,-94.82827759,REGULAR,"5425 Broadway St Galveston, TX 77551",,,,,,,,"Texas Star Bakery5425 Broadway St Galveston, TX 77551","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.8282775878906 29.2901668548584),
,The alibi bar,,OPERATIONAL,,,58,bar,4.6,,,,29.3032532,-94.7940873,,"2325 Church Street, Galveston",ChIJHfq_QS2fP4YRXyoZX-c5VMQ,"[{'close': {'day': 1, 'time': '0200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '0200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 3, 'time': '0200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 4, 'time': '0200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 5, 'time': '0200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1200'}}]","['Monday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Tuesday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u20092:00\u202fAM']","[{'close': {'day': 1, 'time': '0200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '0200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 3, 'time': '0200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 4, 'time': '0200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 5, 'time': '0200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1200'}}]","['Monday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Tuesday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u20092:00\u202fAM']",,,"The alibi bar2325 Church Street, Galveston","Sugar Bean Coffee and Cream11 Evia Main Ste 101 Galveston, TX 77554",86,POINT (-94.7940873 29.3032532),
,The Anchor,,OPERATIONAL,,,37,restaurant,4.6,,,,29.2979234,-94.7784933,,"1228 Seawall Boulevard, Galveston",ChIJ5fX2TAWfP4YRFiH2DKZsHGc,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: Closed', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']","[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: Closed', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']",,,"The Anchor1228 Seawall Boulevard, Galveston","The Fancy1002 Seawall Boulevard, Galveston",89,POINT (-94.7784933 29.2979234),
,The Burger Den,,OPERATIONAL,,,1,meal_delivery,1,,,,29.2965973,-94.7805175,,"1410 Seawall Boulevard, Galveston",ChIJlYHAhKafP4YRkalj_BdjhAY,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200910:00\u202fPM']","[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200910:00\u202fPM']",,,"The Burger Den1410 Seawall Boulevard, Galveston","The Meltdown1410 Seawall Boulevard, Galveston",87,POINT (-94.7805175 29.2965973),
,The Cove,,OPERATIONAL,,,46,bar,4.2,,,,29.2725491,-94.8183102,,"5222 Seawall Boulevard, Galveston",ChIJGR_GoiWcP4YRGCR1WXYwDFA,"[{'close': {'day': 1, 'time': '0100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '0100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 3, 'time': '0100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 4, 'time': '0100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 5, 'time': '0100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u20091:00\u202fAM']","[{'close': {'day': 1, 'time': '0100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '0100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 3, 'time': '0100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 4, 'time': '0100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 5, 'time': '0100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u20091:00\u202fAM']",,,"The Cove5222 Seawall Boulevard, Galveston","The Steakhouse5222 Seawall Boulevard, Galveston",89,POINT (-94.8183102 29.2725491),
,The Fancy,,CLOSED_TEMPORARILY,,,,restaurant,,,,,29.3005725,-94.7762581,,"1002 Seawall Boulevard, Galveston",ChIJu_DrEOqfP4YRYC1NfdzpFu8,,,,,,,"The Fancy1002 Seawall Boulevard, Galveston","The Anchor1228 Seawall Boulevard, Galveston",89,POINT (-94.7762581 29.3005725),
